term,estimate,std_error,statistic,p_value,name,n,estimate_for_ranking,Rank
x146,3.834394422587908,0.83308660297247,4.602636039166529,4.171768936224952e-6,李世乭,33,2.1932138147321423,1
x64,3.6235840758210154,0.7588416225829395,4.775151978995415,1.7957158759510131e-6,孔傑,66,2.128666079332625,2
x96,3.2754725005199994,0.7602003711886911,4.308696265694123,1.642197096037058e-5,崔哲瀚,59,1.777877769278278,3
x179,3.2650058035810408,0.7783458166788711,4.194800991559915,2.731112670415567e-5,柁嘉熹,50,1.7316645447236647,4
x303,3.193868418481502,0.7497783280843989,4.259750247305073,2.04655453047177e-5,陳耀燁,66,1.7168051121552361,5
x44,3.209871281331876,0.7763447946672165,4.134594967829727,3.555811929015333e-5,周睿羊,47,1.6804720358374596,6
x35,3.131120711211068,0.7454484309157257,4.200318333710527,2.665399597724836e-5,古力,77,1.6625873023070885,7
x150,3.115667624350328,0.7867274966523014,3.9602882034861873,7.485936195052696e-5,李喆,39,1.5658144559452944,8
x134,3.030118841065981,0.7665260157155153,3.953054141596891,7.715996937719266e-5,朴廷桓,53,1.5200625901064162,9
x193,3.244077599968084,0.9112942708543801,3.5598573410613157,0.00037105631103963397,檀嘯,18,1.4488278863849553,10
x154,2.7674368587995053,0.7426015290462007,3.726678104681535,0.0001940199870346289,李昌鎬,84,1.30451184657849,11
x258,2.776332906476897,0.7589727183750123,3.6580141015096364,0.00025417706533660675,謝赫,56,1.2811566512781227,12
x197,2.826942445798137,0.7994302688662199,3.5361964087341926,0.00040593277215792713,江維傑,34,1.2520648161316836,13
x220,2.7411190106693075,0.7672391631310441,3.572704760642055,0.0003533130243623446,王檄,50,1.2296578593011507,14
x86,3.8830077052423575,1.3498927422374212,2.876530544794505,0.004020732795486532,尹燦熙,5,1.2237190030346379,15
x68,2.80211141771417,0.8201429737311597,3.4166133314124973,0.0006340526641088567,孫騰宇,27,1.1864297594637854,16
x112,2.856162432403196,0.8502767693921234,3.3590973377352324,0.0007819751854218702,張立,24,1.1811171967007128,17
x36,2.669225219343073,0.7624060925371495,3.5010544189912944,0.000463421203691835,古霊益,57,1.1672852170448884,18
x290,3.0667295968698043,0.973633838513807,3.14977712930662,0.001633950579572868,金起用,12,1.1486709349976045,19
x28,2.642237166204095,0.768621142919389,3.4376326888020645,0.0005868231285129352,劉星,47,1.1280535146528987,20
x265,2.612622309163781,0.7603330935366597,3.436154931796103,0.0005900334490251055,邱峻,52,1.1147661148965613,21
x137,2.5958885894075046,0.756445274358984,3.4316938414444786,0.0005998242937593564,朴文尭,57,1.105691398920306,22
x268,3.1200802166310213,1.0385714283080225,3.004203785688642,0.0026627690619194246,鄔光亜,9,1.074094502864217,23
x46,2.618957089415704,0.7973659233369104,3.284510928753496,0.001021595360132654,周鶴洋,36,1.0481462204419907,24
x217,2.5854379944574943,0.7805513511162753,3.312322745659245,0.0009252473748066093,王尭,39,1.047751832758432,25
x275,2.5010028717294053,0.75027365845658,3.3334541917336202,0.0008577479467322176,金志錫,57,1.0229637645699428,26
x74,2.604721767361312,0.8096694733883752,3.2170186143499344,0.001295301944989521,安祚永,32,1.0096729047862127,27
x125,2.5203455285717036,0.7746573879965792,3.253497052535479,0.0011399390789730381,時越,47,0.9942704742184425,28
x65,2.5931030649157836,0.8144556870850962,3.183847944136033,0.0014533133282973332,孟泰齢,30,0.9886253613581442,29
x61,2.4645195862409657,0.763149937001391,3.2294041665320528,0.001240484485294468,姜東潤,48,0.9611142103482255,30
x60,2.657467654810221,0.861224641802793,3.08568464697825,0.0020308408509806574,姜儒澤,22,0.9608551104587191,31
x143,2.475086435359459,0.7740076857898099,3.1977543386198297,0.0013850221421329832,朴永訓,46,0.9502912943535333,32
x213,2.4796047486141304,0.7839417721979364,3.1629960751575545,0.0015615443686115592,牛雨田,38,0.9352394573841958,33
x310,2.7345164706038614,0.9171671074634193,2.9814811808576835,0.0028685767686306624,韓雄奎,14,0.9276972689009253,34
x101,2.401932836370563,0.7721221366451585,3.110819807351814,0.0018656874872859815,常昊,47,0.8808522271796009,35
