term,estimate,std_error,statistic,p_value,name,n,estimate_for_ranking,Rank
x31,1.932238275900084,0.5801403362250711,3.3306394250622375,0.0008664675929458512,古力,75,0.789361813536694,1
x43,1.8786508452700432,0.6047953972462016,3.106258502997961,0.001894710011389959,周睿羊,52,0.6872039126950262,2
x228,1.854897215386003,0.6019364887592674,3.0815497150029603,0.002059260859029328,謝赫,58,0.6690823325302462,3
x129,1.6385079644838685,0.568225195166134,2.883553876918133,0.003932153768161686,李世乭,89,0.5191043300065845,4
x135,1.5091919761149617,0.5722106427154598,2.63747624293215,0.008352547590043098,李昌鎬,80,0.3819370099655057,5
x189,1.4404816577326924,0.6018795345822542,2.393305595167787,0.016697327306938996,王檄,57,0.2547789746056517,6
x93,1.3721391330849648,0.5758196180542811,2.38293224138747,0.017175355356013423,張栩,58,0.23777448551803126,7
x85,1.324951952163237,0.5862721049777725,2.259960760393794,0.023823686306682315,常昊,59,0.16999590535702502,8
x80,1.286476495566199,0.57736972624183,2.228167562473411,0.025869343274054248,崔哲瀚,68,0.1490581348697937,9
x53,1.2886348974758357,0.5805793968962908,2.2195670469271325,0.02644817125750247,孔傑,59,0.14489348559014292,10
x207,1.2895992278561337,0.5872825402476103,2.1958753061386984,0.028100869659672942,羅洗河,59,0.1326526235683414,11
x197,1.7905387231837684,0.8451170912993554,2.1186871518961246,0.034116914867215964,白洪淅,16,0.12565805332403834,12
x210,1.2736701865111468,0.62893204177732,2.0251316547839413,0.042853847256447385,胡耀宇,40,0.03467406420982644,13
x268,1.1444073483037236,0.59222611691281,1.9323824391084867,0.05331231990571205,陳耀燁,59,-0.02227810201451219,14
x131,1.1773419373638812,0.6196008058044865,1.9001620500399874,0.05741185681480692,李喆,42,-0.043271650070957346,15
x279,1.0021126764336512,0.5707322062652264,1.755836915164302,0.0791162591576545,高尾紳路,50,-0.1222297699088446,16
x16,1.1934195973017647,0.6704451375331815,1.7800406483561086,0.07506930860853496,元晟溱,28,-0.12735732363860275,17
x234,1.0338112079562976,0.6122173531740768,1.6886342776735137,0.09128953756604963,趙漢乗,41,-0.17225697779663363,18
x71,0.8821249284428964,0.5553664130465625,1.588365640629654,0.11220368230745878,山下敬吾,60,-0.21194690525883175,19
x125,0.8639998367430796,0.5901234851904634,1.4641000712998604,0.14316660781387638,朴永訓,58,-0.29854342908213327,20
x136,0.966899428801785,0.6433350263218267,1.5029485248609735,0.1328523184518302,李映九,36,-0.3004705730522136,21
x191,0.9027426247807363,0.626739588279929,1.440379132995716,0.14976016406566398,王磊,37,-0.33193436413072386,22
x186,0.8471983485891423,0.6260032152628124,1.3533450434970473,0.1759454254966572,王尭,39,-0.3860279854785982,23
x58,0.8229265527873878,0.6270522501833407,1.3123731755157189,0.18939425308987146,安祚永,37,-0.4123663800737932,24
x15,0.7063457451885847,0.5705086227283122,1.2380982811629841,0.21567962115024542,依田紀基,49,-0.4175562415861901,25
x130,1.268575004949679,0.8626354928223757,1.4705805818389734,0.14140457853841407,李劫,11,-0.43081691591040117,26
x102,0.7302048820558034,0.599854634972438,1.2173030589141896,0.22348893090202385,彭筌,48,-0.45150874883989944,27
x124,0.7025444301316924,0.59194977630183,1.186831143886557,0.23529423161288068,朴正祥,55,-0.46359662918291267,28
x44,0.6971203594210261,0.5992886404159983,1.1632464098387008,0.24472954173188466,周鶴洋,48,-0.48347826219849044,29
x52,0.8224656653501435,0.6689710952527574,1.2294487328176582,0.21890360832656575,姜東潤,26,-0.4954073922977885,30
x67,0.7006005720152741,0.6107461614786643,1.1471223500104613,0.25133105793368593,尹畯相,42,-0.5025693660976946,31
x83,1.6059406945709553,1.071574778143472,1.4986734732160127,0.13395836164592906,崔珪昞,6,-0.5050616183716845,32
x121,0.6795734576511139,0.6069100958379617,1.119726731045437,0.2628302302722791,朴文尭,46,-0.5160394311496708,33
x19,0.6811715864942033,0.610587967005946,1.115599427604786,0.26459363724633694,兪斌,46,-0.5216867085075102,34
x225,0.7299870065320223,0.6381658908765467,1.1438828319848864,0.2526722318026157,許映皓,32,-0.5271997984947748,35
x184,0.7282370809272635,0.6515995966739166,1.117614382581791,0.26373172339168605,牛雨田,30,-0.5554141245203522,36
x236,0.6898596632848922,0.6445769718893612,1.0702517982651474,0.2845059845773724,邱峻,32,-0.5799569713371494,37
x39,0.6756181715027548,0.6602489479732427,1.0232779220272759,0.3061764594181811,周俊勲,45,-0.6250722560045333,38
x196,0.6620567625816809,0.6557253184395005,1.009655634705776,0.31266030490290864,王雷,32,-0.6297221147441352,39
x23,0.7293220833677674,0.6977583951481686,1.0452358415736385,0.29591398202293884,劉昌赫,23,-0.6452619550741248,40
