term,estimate,std_error,statistic,p_value,name,n,estimate_for_ranking,Rank
x169,4.693642213534039,0.6937655875607026,6.765458387806469,1.3288778643966408e-11,朴廷桓,80,3.326924006039455,1
x157,4.643988136557333,0.7025266141922303,6.610408833972818,3.8326008378768e-11,時越,61,3.2600107065986395,2
x340,4.521808285449312,0.7021276160992053,6.440151593197575,1.1935423241809034e-10,金志錫,67,3.1386168817338778,3
x296,4.483365337215564,0.7041158215870961,6.3673691170721565,1.9229801685815583e-10,芈昱廷,58,3.096257168688985,4
x218,4.494324123102913,0.7202626822349693,6.2398403165315495,4.3801780764382056e-10,柯潔,47,3.075406639100024,5
x365,4.438314310531093,0.6952584876576988,6.383689504436856,1.728714308650015e-10,陳耀燁,62,3.068655089845427,6
x180,4.377594965182378,0.6850825929316622,6.389879133331079,1.6601692540991017e-10,李世乭,82,3.027982257107003,7
x233,4.3715668000958505,0.7367654424009527,5.933457988813779,2.966199242101767e-9,楊鼎新,39,2.920138878565974,8
x60,4.3042321774273145,0.7034555533353272,6.118698128146767,9.434293070401337e-10,唐韋星,56,2.91842473735672,9
x56,4.185686838717278,0.6894993175926587,6.07061781196728,1.2741910030415696e-9,周睿羊,70,2.8273731830597404,10
x44,4.221197490050968,0.7083118341242918,5.959518515273386,2.5298219981671742e-9,古力,50,2.825823176826113,11
x363,5.301615623008112,1.3077913550635907,4.053869604261395,5.037730414435045e-5,陳瀟南,6,2.725266653532838,12
x58,4.408826414490548,0.8574399743596883,5.141848463250076,2.720485083321645e-7,周鶴洋,17,2.719669665001962,13
x16,4.100717459777887,0.7361500677315382,5.570491180438703,2.5402217598731202e-8,井山裕太,45,2.650501826346757,14
x46,4.090286587749732,0.7551124235970985,5.416791539814693,6.067801540822894e-8,古霊益,30,2.6027151132634483,15
x325,3.957814161940701,0.690508730878725,5.731736594994361,9.94075635129382e-9,連笑,65,2.5975119621096123,16
x330,3.971130726394457,0.7058477179095937,5.626044578220323,1.84388714004696e-8,鄔光亜,54,2.5806107221125574,17
x115,3.9254271313642506,0.6894245850546977,5.693773063014302,1.2426222547938354e-8,崔哲瀚,73,2.5672606988064963,18
x263,3.9248157160540225,0.7112877621736232,5.517901368161016,3.430718774352002e-8,王檄,50,2.5235788245719846,19
x298,3.892945084267668,0.6994875524533395,5.565424389059952,2.6151516059812225e-8,范廷鈺,54,2.514954605934589,20
x237,3.8267250041753518,0.7067632250374638,5.414437068330071,6.148182158150001e-8,江維傑,53,2.4344014508515484,21
x65,3.9503628331422704,0.7799432286026844,5.064936380330637,4.085367642204187e-7,夏晨琨,26,2.4138746727949822,22
x217,3.7513620109497574,0.699202736468,5.365199269527521,8.085989882301198e-8,柁嘉熹,56,2.3739326201077975,23
x184,3.80365809034685,0.7336882859353465,5.184297150795771,2.1683099369895874e-7,李喆,35,2.358292167054217,24
x314,3.7733479741476708,0.7241108671609318,5.211008624883756,1.8781671941274013e-7,謝爾豪,42,2.3468495658406354,25
x286,3.760053069886699,0.7182428822642322,5.235071815864407,1.6492072654248673e-7,童夢成,46,2.345114591826162,26
x234,3.7484954248766935,0.7195484452811941,5.209510838998213,1.893391472980914e-7,檀嘯,44,2.330984987672741,27
x356,3.722001068856862,0.7297759911437671,5.100196654898752,3.393007636730475e-7,鍾文靖,39,2.284342366303641,28
x148,3.7599848004280627,0.7575765489183505,4.963174752170561,6.93501309729e-7,彭筌,30,2.2675589990589122,29
x327,3.680369675911498,0.7178928864157895,5.126627865455544,2.949777460654813e-7,邱峻,43,2.266120689672393,30
x175,3.652417499537878,0.7040222806033524,5.187928848512762,2.12645813993875e-7,朴永訓,55,2.265493606749274,31
x193,3.6500494261522616,0.7080566026362003,5.155024912644813,2.5359721167322956e-7,李欽誠,49,2.255177918958947,32
