term,estimate,std_error,statistic,p_value,name,n,estimate_for_ranking,Rank
x341,6.548002121571816,0.8402788617008723,7.79265362967421,6.561631432235851e-15,申眞諝,87,4.892652764021098,1
x268,5.955565480959188,0.834206536818018,7.139197810264094,9.387715721978166e-13,柯潔,69,4.312178603427693,2
x422,5.829915370101776,0.8421211085195166,6.9228942382776815,4.425081457813047e-12,辜梓豪,59,4.170936786318328,3
x198,5.703604166652717,0.8214408937906986,6.943413956824486,3.827357629978199e-12,朴廷桓,92,4.08536560588504,4
x30,5.630490888949447,0.9215845597833023,6.109575978869891,9.989619003884145e-10,元晟溱,30,3.8149693061763417,5
x46,5.415959195744523,0.8294747879395371,6.529383743173287,6.604084916941953e-11,卞相壹,70,3.781893863503635,6
x282,5.4003025730270595,0.8293546650659731,6.511451373577888,7.442812304999939e-11,楊鼎新,66,3.7664738828470927,7
x5,5.251589214958633,0.8565225425625734,6.131291301740581,8.716862905096071e-10,丁浩,40,3.5642398061103635,8
x292,5.208693976904287,0.851038811568634,6.120395340494079,9.334347579676527e-10,江維傑,46,3.5321475181140776,9
x504,5.091292313862639,0.8528557788454616,5.9696990278413615,2.376916471529666e-9,陶欣然,45,3.41116642953708,10
x397,5.077024045782985,0.8569901101670042,5.9242504499773165,3.1372502028980365e-9,許嘉陽,45,3.3887535287539867,11
x241,5.04789041780817,0.8553088533769864,5.901833469720042,3.594839306086506e-9,李維清,41,3.3629319766555072,12
x425,4.967660798315668,0.8324210825884533,5.967725832782237,2.405831750805293e-9,連笑,58,3.3277912656164155,13
x225,4.941832725183112,0.8446082832472531,5.851035116756515,4.885230560912949e-9,李昌錫,55,3.277954407186023,14
x245,4.902399062616289,0.8488742231026275,5.775177204342553,7.687213897739094e-9,李軒豪,47,3.2301168431041125,15
x69,4.894407810550049,0.8477055572359418,5.773712073457351,7.754389929473237e-9,唐韋星,47,3.2244278627952436,16
x231,4.888331864919209,0.8671264085471656,5.637392445594417,1.7264436447802637e-8,李欽誠,38,3.1800928400812927,17
x267,4.866433040986296,0.8562626995731933,5.683341156180204,1.3208840583652312e-8,柁嘉熹,40,3.179595522827105,18
x405,4.83471381146017,0.8426787899416498,5.73731517770246,9.618915553278504e-9,謝爾豪,47,3.17463659527512,19
x378,4.819240189345375,0.8367927276060134,5.759180296813495,8.452338337643653e-9,范廷鈺,54,3.1707585159615284,20
x372,4.786709396937257,0.8318612423276271,5.754216152135647,8.704472484036503e-9,芈昱廷,57,3.1479427495518317,21
x447,4.767926097134192,0.8242651477497779,5.784456749324541,7.274703619374207e-9,金志錫,67,3.1441237560671302,22
x1,4.81046538366486,0.8528338517517403,5.640565713689781,1.6949236599228943e-8,一力遼,58,3.1303826957139314,23
x406,4.739462079360462,0.8406697192777458,5.637721890866166,1.723144975679578e-8,謝科,50,3.0833427323833025,24
x340,4.683639744430895,0.824480811051865,5.680714070780557,1.3413355231253884e-8,申旻埈,67,3.059412546658721,25
x32,4.706508885289113,0.8505402209514724,5.533552405110354,3.1380916562494286e-8,党毅飛,44,3.030944650014712,26
x230,4.630233990984973,0.832712469603324,5.560423507517138,2.6912078693735195e-8,李東勲,54,2.9897904258664245,27
x281,4.6967752374873015,0.8821033558353393,5.324518047025819,1.0122105288883227e-7,楊楷文,29,2.959031626491683,28
x499,4.663023729726639,0.866716610709853,5.380101952710422,7.444366682097564e-8,陳賢,33,2.955592006628229,29
x97,4.437857414038747,0.8182816578515189,5.423386154946684,5.848046674366889e-8,姜東潤,73,2.8258425480712543,30
x538,4.510913466133895,0.8650686890805538,5.214514781396563,1.842990075070889e-7,黄雲嵩,37,2.8067281486452043,31
x12,4.497907473669199,0.8603497720291391,5.227998681351263,1.7135473265611214e-7,井山裕太,51,2.8030184227717947,32
x221,5.17760162794312,1.2370561851632664,4.185421559700444,2.8463735114776646e-5,李志賢,6,2.740600943171485,33
x496,4.434379043416276,0.8610223617294327,5.150132261965263,2.603028308430388e-7,陳耀燁,38,2.7381649908092935,34
x148,4.39941625295959,0.8484802124694314,5.185054628622927,2.1595155659407522e-7,廖元赫,43,2.72791023439481,35
x174,4.479655912357289,0.8938635035707988,5.0115659655663265,5.398886937263937e-7,戎毅,27,2.718744810322816,36
x186,4.367535676415128,0.8478373981899302,5.151383609332982,2.58571677116503e-7,時越,45,2.6972960019809653,37
x131,4.365227567647354,0.8548795172478969,5.106248868495852,3.2861683908199793e-7,屠暁宇,43,2.681114918668997,38
x357,4.370741101770093,0.8594978320679687,5.085226441181362,3.6718771975440236e-7,童夢成,39,2.6775303725961943,39
x287,4.34353914631877,0.8531911754959296,5.090933041816831,3.5630584259956073e-7,檀嘯,41,2.662752530591789,40
x98,5.051335826091569,1.214175380100037,4.1603016408349385,3.1782755071327865e-5,姜知勲,7,2.6594103272944962,41
x516,5.524827966829883,1.4577804417699838,3.789890307570486,0.00015071382468298712,韓雄奎,4,2.653000496543015,42
x18,4.302548992872686,0.8575594612933224,5.017201940007549,5.242945100099194e-7,伊淩濤,39,2.613156854124841,43
x27,4.271324389528402,0.8455281556134255,5.0516642895582615,4.3797698821940804e-7,偰玹準,44,2.605633922969954,44
x401,4.135278474979651,0.8064734242865361,5.127606627134692,2.934487864915953e-7,許皓鋐,93,2.5465258291351747,45
x492,4.460609046089367,0.9801581290244366,4.550907566852571,5.341501157694748e-6,陳玉儂,15,2.5296975319112267,46
x418,4.189868466081792,0.8508316762465463,4.9244387380656125,8.460282756000576e-7,趙晨宇,44,2.513730063876096,47
x325,4.198551732063977,0.856272131568488,4.903291345443209,9.42440427605832e-7,王星昊,44,2.5116956328740554,48
x107,4.128520339813095,0.8666346091676449,4.7638535273571785,1.8993039612372199e-6,安正己,35,2.4212501597528346,49
x188,4.262909499971414,0.9420974119952557,4.52491371454153,6.042015116578322e-6,曹瀟陽,17,2.4069775983407604,50
x509,4.108693318803527,0.8813619730628661,4.661754698271355,3.1352474858520582e-6,韓一洲,30,2.372410231869681,51
x384,4.103049757645438,0.8818843831296961,4.652593736929816,3.2778565154023516e-6,蒋其潤,31,2.365737522879937,52
x455,4.0773713361302,0.8742900805427934,4.6636367343877545,3.1066959472474218e-6,金明訓,31,2.3550198774608972,53
x399,4.078930281464732,0.8759959698698525,4.656334528651704,3.2188876056671736e-6,許映皓,30,2.3532182208211228,54
x435,4.145025943340757,0.9109648766161551,4.5501490230202455,5.360793555121418e-6,金世東,25,2.3504251364069315,55
x379,4.034950984964399,0.873046857459177,4.621688916797997,3.8062849039084575e-6,范胤,33,2.3150486757698205,56
x90,4.144821763525238,0.9329517866831337,4.442696635225994,8.883838110724477e-6,姜儒澤,18,2.3069067437594644,57
x39,4.21875051733154,0.9843967049297644,4.28562031567603,1.8222999054855607e-5,劉宇航,13,2.2794890086199047,58
x159,3.9910863408213793,0.869210336015025,4.591623195737505,4.398119001672714e-6,張涛,35,2.27874197887178,59
x211,4.296617301843572,1.0388110722911665,4.1360911685000605,3.532718838129631e-5,朴珉奎,12,2.250159489429974,60
x331,4.031807925481925,0.9101999816655044,4.4295847140146405,9.441472091583309e-6,王沢錦,23,2.238713961600881,61
x197,3.912467647511364,0.855661020551392,4.572450483942989,4.820531634459584e-6,朴常鎭,38,2.2268154370251216,62
x105,3.9136232191795997,0.8647963233088218,4.525485497215778,6.025701380874029e-6,安成浚,34,2.2099744622612207,63
x137,4.280836561580521,1.0548959949955306,4.058065043273444,4.948098811959013e-5,崔宰栄,11,2.2026914514393257,64
x136,3.8678753504702628,0.85246440450478,4.5372866362874325,5.698263367252535e-6,崔哲瀚,40,2.188520473595846,65
x489,3.9166336364072403,0.8877362389981566,4.411933933019685,1.0245137831126664e-5,陳梓健,28,2.1677932455808717,66
x363,3.8492584634162563,0.8560361485354083,4.496607380426575,6.904631642325546e-6,羅玄,38,2.1628672508015017,67
x207,3.895656750526894,0.8815756532939066,4.418970437728422,9.917221030718464e-6,朴河旼,29,2.1589527135378983,68
x532,3.9064572400705493,0.892559671838978,4.376690280014458,1.2049500301336283e-5,黄明宇,26,2.1481146865477627,69
x420,3.9080633865404786,0.8940029590346015,4.37142108652598,1.234404652113123e-5,趙漢乗,24,2.1468775572423136,70
x296,3.9880464705886105,0.939813125118145,4.243446238407523,2.201131235817787e-5,沈載益,17,2.1366146141058646,71
x467,4.243071686954977,1.0910292767030174,3.889053921428323,0.00010063575901871295,金禹丞,9,2.0937440118500326,72
x99,3.8853667213002874,0.9095204601013707,4.271884901706602,1.938276184302398e-5,孟泰齢,25,2.093611414900587,73
x22,3.8353786618605823,0.8847309536349612,4.335079095065836,1.4570772190957711e-5,何語涵,28,2.092458683199709,74
x347,3.89431560895218,0.9250213033232471,4.209973970287383,2.5540011173986113e-5,白現宇,20,2.072023641405383,75
x75,3.8180779118220682,0.8985303755154777,4.249247455470469,2.1448987316128642e-5,夏晨琨,26,2.0479730720565774,76
x398,3.7016361585009503,0.8496711932021938,4.356551320223566,1.3212772452743271e-5,許家元,56,2.0277839078926285,77
x217,3.9145460609085445,0.9579272646905541,4.086475252558019,4.379761784253735e-5,李元栄,17,2.027429349468153,78
x373,3.6876300614434916,0.8430979998346225,4.373904412259117,1.2204383464327109e-5,芝野虎丸,61,2.0267270017692853,79
x445,3.808351438865415,0.9045504959094328,4.210214306539634,2.5512856297764154e-5,金庭賢,23,2.0263869619238326,80
x212,3.7522154610576677,0.87831086630044,4.272081338196906,1.9365690806788937e-5,朴進率,30,2.021943054445801,81
x214,3.7787783025784405,0.8954173616076865,4.2201307061924656,2.441607158066237e-5,朴鍵昊,26,2.014806100211298,82
x227,3.7834421543471253,0.9041541085886418,4.184510271432564,2.8578152600888814e-5,李映九,23,2.002258560427501,83
x94,3.699114558362359,0.8645348788073124,4.278733743473198,1.879595387479343e-5,姜昇旼,35,1.9959808471119533,84
x242,3.7567589182642793,0.8969083763833241,4.188564871489952,2.807240680632178e-5,李翔宇,25,1.989849416789131,85
x463,3.793869308123308,0.9194660015474344,4.1261659503867865,3.688611432328164e-5,金炯佑,23,1.9825212850748624,86
x65,3.695032268838621,0.8820903439102384,4.188949912385197,2.8024824102298387e-5,周睿羊,31,1.9573142913354513,87
x215,4.1658406892364725,1.1238419489516052,3.7067851872967075,0.00020990683975746023,朴鐘勲,9,1.9518720498018105,88
x253,3.5696924371620855,0.823576113033326,4.334380733815234,1.461710077294474e-5,林君諺,67,1.9472474944864333,89
x291,4.114743790141647,1.1444242650360017,3.5954705923787835,0.00032380570687939143,毛睿龍,7,1.8602279880207235,90
x324,4.745290508513398,1.4703335707874858,3.2273564331200713,0.00124939720486088,王昊洋,3,1.8487333740620513,91
x103,3.6971195122062737,0.9752053767319881,3.7911188765136785,0.00014997014712870137,孫騰宇,15,1.775964920044257,92
x165,3.5382368440345604,0.9062238822132477,3.904373867739188,9.446964571824094e-5,彭立尭,26,1.7529757960744625,93
x24,3.443142423078075,0.8637696915726185,3.9861811043744,6.714526853652038e-5,余正麒,43,1.7415161306800166,94
x141,3.351435125577078,0.823869423967979,4.067920265126063,4.743460586136706e-5,崔精,76,1.7284123603601593,95
x511,3.445731818551652,0.8717590590182736,3.952619457068841,7.730031739865123e-5,韓尚勲,36,1.7283664722856533,96
x203,3.5447942427502053,0.9295774631188927,3.8133392679904365,0.0001371017020921692,朴材根,21,1.7135266404059868,97
x144,4.118328644188975,1.2318385564562486,3.3432373281419094,0.0008280704728270292,常昊,7,1.6916066879701654,98
