term,estimate,std_error,statistic,p_value,name,n,estimate_for_ranking,Rank
x217,5.540084181462005,0.7910106875002033,7.003804460556775,2.491037230259347e-12,朴廷桓,64,3.981793127086604,1
x283,5.382117941299656,0.7648263204423735,7.037045924605017,1.9635815212257357e-12,柯潔,95,3.87541009002818,2
x354,4.9779764406372236,0.7826087756628872,6.360747023850794,2.0077488122262523e-10,申眞諝,64,3.4362371525813358,3
x383,4.773516830849121,0.7695384983838592,6.20309034684319,5.53650333470544e-10,芈昱廷,70,3.257525989032918,4
x436,4.7486277606450225,0.7898397475329104,6.01214078612467,1.8308920623312776e-9,連笑,51,3.192643458005189,5
x435,4.628713090619629,0.7729950732070452,5.988024052230716,2.1240565855706824e-9,辜梓豪,61,3.1059127964017503,6
x203,4.6247546158783885,0.7877460001977349,5.870870324593858,4.33513265518905e-9,時越,48,3.072894995488851,7
x340,5.6664634201510475,1.3445321669932773,4.214449872793099,2.5038775421766514e-5,王檄,7,3.0177350511742915,8
x452,4.4804140979561105,0.780743850051505,5.738647954332962,9.54353682783646e-9,金志錫,55,2.9423487133546455,9
x85,4.375074188262813,0.7644352358703278,5.723276456875626,1.0448902615500126e-8,周睿羊,72,2.8691367735982674,10
x155,4.40348254614573,0.7933754130215813,5.5503138537845595,2.851571952563739e-8,崔哲瀚,45,2.8405329824932144,11
x297,4.345147607197437,0.7771961189093034,5.590799415333292,2.2602656562167227e-8,楊鼎新,57,2.8140712529461096,12
x178,4.5234246447647815,0.872055542553284,5.187083189128854,2.1361332547222988e-7,張涛,22,2.8054752259348117,13
x419,4.378353811492984,0.8099962801224322,5.405399899899773,6.46639563765635e-8,謝爾豪,38,2.7826611396517924,14
x410,4.3268031295158575,0.7866613064820719,5.500210947027767,3.793371430269375e-8,許嘉陽,48,2.777080355746176,15
x301,4.281807212957673,0.7760678275403757,5.517310550713312,3.442268409659014e-8,檀嘯,59,2.7529535927031334,16
x90,4.279083352210514,0.7847657437111344,5.45268876285916,4.961386156668972e-8,唐韋星,48,2.7330948370995793,17
x282,4.251259205999903,0.7758350540176127,5.479591549756647,4.263088208371675e-8,柁嘉熹,57,2.722864149585206,18
x248,4.260756273026917,0.7872044011958118,5.4125158174351755,6.21453632949248e-8,李東勲,47,2.709963602671168,19
x387,4.246243244111056,0.782846321391421,5.42410831868487,5.8244555729394626e-8,范廷鈺,51,2.704035990969956,20
x123,4.277736457433368,0.8026302288177287,5.329647830152694,9.840339419727228e-8,安成浚,40,2.696554906662442,21
x494,4.208683311581192,0.7723296409373996,5.449335476070796,5.055836787848697e-8,陳耀燁,61,2.6871939189345144,22
x145,4.328124773651837,0.8464613405597764,5.113198401700885,3.167493053720564e-7,尹峻相,27,2.660595932749077,23
x232,4.148941515815286,0.7848486354133446,5.286295125722203,1.2481846307049065e-7,李世乭,48,2.6027897040509975,24
x187,4.178191437093694,0.802999312417711,5.203231649742991,1.9585248610922348e-7,彭立尭,37,2.596282791630803,25
x63,4.140714141637271,0.7893621210707219,5.245645858988829,1.5573579429212243e-7,卞相壹,46,2.5856707631279487,26
x250,4.123687789727396,0.7812170484895343,5.2785430088865235,1.302151051109141e-7,李欽誠,53,2.584690204203013,27
x390,4.119145183512092,0.780347541259726,5.278603398765758,1.3017220505180023e-7,范蘊若,50,2.581860527230432,28
x418,4.417523899699163,0.9735367963687603,4.537603423081992,5.689712871322562e-6,謝尓豪,13,2.4996564108527055,29
x459,4.098894365041525,0.8140314624293691,5.035302140299242,4.770957034948866e-7,金明訓,37,2.4952523840556675,30
x10,4.032668468715511,0.7849976030493723,5.137172971038839,2.789022284727186e-7,丁浩,47,2.4862231907082477,31
x420,4.022639615273878,0.7814887015276236,5.1474059796521425,2.641133074189451e-7,謝科,51,2.4831068732644592,32
