term,estimate,std_error,statistic,p_value,name,n,estimate_for_ranking,Rank
x31,2.623471745779329,0.7254332244793947,3.616420722475258,0.0002987047433828284,古力,69,1.1943682935549211,1
x211,2.6509814228433974,0.7436381815263275,3.564880729230742,0.0003640216867239645,謝赫,56,1.1860142052365321,2
x130,2.4447819563722373,0.7145636647101041,3.421363381755601,0.0006230802040654286,李昌鎬,77,1.0370915368933322,3
x43,2.491969718884407,0.7563701475251356,3.294643141374897,0.0009854673987380025,周睿羊,44,1.00192052825989,4
x80,2.27314844911464,0.7138305289754355,3.184437141372058,0.0014503580645343417,崔哲瀚,71,0.8669023070330322,5
x125,2.139225275960241,0.7108142511627683,3.0095419055834083,0.002616419824915147,李世乭,74,0.7389212011695876,6
x122,2.1619110631670546,0.7245951333821481,2.9836124527583223,0.0028486733481300677,朴永訓,61,0.734458650404223,7
x193,2.0834519506783336,0.729929915557509,2.8543177999315534,0.004312936311517065,羅洗河,57,0.6454900170300408,8
x177,2.0572493129644336,0.7518612457970318,2.736208741259949,0.006215158698909857,王檄,46,0.5760826587442809,9
x127,2.051580405913179,0.7507641014221896,2.7326565055878715,0.006282581524406631,李喆,44,0.5725751261114655,10
x249,1.8900834892828593,0.7406415178960605,2.5519545469878833,0.010712049248996523,陳耀燁,52,0.4310196990276203,11
x15,1.9677464177193316,0.7898798651615458,2.4911970851629306,0.012731347647867463,元晟溱,29,0.4116830833510863,12
x53,1.7888562811121234,0.7185351887704402,2.4895875791041218,0.012789140484830036,孔傑,57,0.3733419592343561,13
x94,1.719795624299159,0.7138685527753657,2.409120863516074,0.015991001275553064,張栩,46,0.31347457533168877,14
x217,1.7770329791299424,0.7524470170389993,2.3616719036548974,0.018192735155546615,趙漢乗,35,0.2947123555631137,15
x58,1.7966090349309924,0.7654008169403793,2.3472787004758824,0.018911103365273137,安祚永,34,0.2887694255584452,16
x45,1.639356624967569,0.7384200725064289,2.220086758209429,0.026412878901949953,周鶴洋,48,0.18466908212990418,17
x51,1.730444397941024,0.7937000704494562,2.1802245739516044,0.029240818897908395,姜東潤,29,0.16685525915559518,18
x72,1.4643469599944998,0.6776396641084234,2.1609522546487216,0.03069902777334216,山下敬吾,67,0.12939682170090583,19
x196,1.5873116901030264,0.756408405099692,2.0984849975243525,0.035862323813548334,胡耀宇,37,0.09718713205663332,20
x172,1.5952075486468313,0.7970231536211158,2.001456973237633,0.04534316616376492,牛雨田,27,0.02507193601323343,21
x179,1.545637357462315,0.7743861707328006,1.9959516529068184,0.04593918555392154,王磊,32,0.02009660111869782,22
x86,1.448201563843734,0.7303377289259677,1.9829203757191272,0.04737632429773809,常昊,51,0.00943623785957759,23
x259,1.3438603838600716,0.7007595614172474,1.9177196542879678,0.05514656821884946,高尾紳路,43,-0.036635952131905736,24
x65,1.317430976235708,0.7012020673788824,1.8788178722294853,0.06026936584536828,小林覚,46,-0.06393709650069024,25
x60,1.4724848334732248,0.7881462507185724,1.8682888260024382,0.06172182329058529,宋泰坤,28,-0.08016328044236265,26
x220,1.4770433184492666,0.8081530468527139,1.8276777204534354,0.06759793377642924,邵煒剛,26,-0.11501818385057971,27
