term,estimate,std_error,statistic,p_value,name,n,estimate_for_ranking,Rank
x40,4.037320917732223,1.783250875837191,2.264022955175504,0.023572702960118184,古力,80,0.5243166923329565,1
x144,4.028169551243916,1.7806648934902134,2.2621716000411816,0.023686803244239923,李世乭,102,0.5202597110681961,2
x64,3.6462509102374794,1.7867634855697305,2.04070149165536,0.04128050701461141,姜東潤,63,0.12632684366511038,3
x151,3.6077456087300437,1.7860120640680235,2.0200006938993647,0.043383315559138214,李昌鎬,68,0.08930184251603768,4
x101,3.629865281644983,1.8014619206027824,2.0149553205267883,0.043909330747479006,崔哲瀚,39,0.08098529805750188,5
x23,3.3999754340648436,1.792778840093069,1.896483469142429,0.05789614385864211,元晟溱,48,-0.13179888091850245,6
x49,3.2827469024296443,1.7930776435558446,1.830789042642706,0.06713203645590192,周鶴洋,46,-0.24961605537536968,7
x152,3.224404920464055,1.789379353970513,1.8019683267884568,0.07155038893262551,李映九,49,-0.30067240685785546,8
x141,3.2137303441541536,1.7894338234783203,1.7959481384493285,0.07250276547696835,朴永訓,55,-0.31145428809813724,9
x68,3.198057784688924,1.783309497264451,1.7933274003164672,0.07292058860671712,孔傑,63,-0.3150619249220443,10
x164,3.8415983756177035,2.124900802372825,1.8078953950828596,0.07062278260655297,李豪傑,5,-0.3444562050567619,11
x254,3.1710816806461826,1.7869563410908351,1.7745714362055525,0.07596867707049777,謝赫,58,-0.3492223113027624,12
x112,3.1261211529084862,1.7895921868252351,1.7468343770846892,0.080666071573696,張栩,61,-0.39937545513722705,13
x107,3.109353778958178,1.783786439035456,1.7431199783307545,0.08131265953638334,常昊,63,-0.40470550594167065,14
x252,3.20567441603939,1.8494652551218222,1.733297993656137,0.08304271720131844,許映皓,20,-0.43777213655059954,15
x139,3.0599099318068292,1.7838895708132232,1.715302326932662,0.0862898121742467,朴文尭,65,-0.45435252269522053,16
x297,3.8652753136506384,2.199340377974401,1.7574702635208146,0.07883768609846303,韓鐘振,4,-0.4674252309589315,17
x127,3.074882593285352,1.8014170321994492,1.7069243480678424,0.08783611461451639,時越,38,-0.47390896014756256,18
x134,3.0238491709622637,1.8038348326632394,1.6763448161702013,0.09367067130984995,朱元豪,37,-0.5297054493843181,19
