term,estimate,std_error,statistic,p_value,name,n,estimate_for_ranking,Rank
x140,4.49728232242232,1.2208850537199538,3.683624685812482,0.00022994072856534335,李世乭,46,2.092138766594011,1
x64,4.09661418986064,1.1888237384786142,3.445939088584522,0.0005690786157094721,孔傑,70,1.7546314250577697,2
x85,4.709588670815568,1.6180367649065217,2.9106808775681023,0.003606421554609797,尹燦熙,6,1.52205624394972,3
x130,3.8477231841552855,1.2019728930107665,3.2011730102475946,0.0013686932414647061,朴廷桓,47,1.4798365849240755,4
x147,3.6397040974203216,1.1807199968902713,3.082614088866467,0.0020519105922645444,李昌鎬,88,1.3136857035464873,5
x173,3.619735164720795,1.1990023213487868,3.0189559271652344,0.0025364742768050953,柁嘉熹,53,1.257700591663685,6
x304,3.951795851184574,1.3794717744533196,2.8647167157520554,0.004173824453762338,韓雄奎,9,1.2342364555115344,7
x95,3.563403457302018,1.1915872652179793,2.990467892127194,0.0027855041159689444,崔哲瀚,57,1.215976544822599,8
x22,3.599023364339321,1.2103007681451121,2.9736603157371597,0.0029427064025461633,元晟溱,41,1.2147308510934498,9
x253,3.6391434233480084,1.2310313460411575,2.9561744589616157,0.0031148085167995144,許映皓,31,1.214011671646928,10
x61,3.7017994588001617,1.2710400984758892,2.912417525803481,0.003586428949852469,姜儒澤,22,1.1978504648026602,11
x287,3.772215128249356,1.308994357404694,2.8817657669116468,0.003954535840031712,金起用,14,1.1934962441621089,12
x62,3.5507261633638705,1.2051136070219115,2.946382932426147,0.0032151409624082477,姜東潤,44,1.1766523575307049,13
x109,3.517440036834506,1.230370035485728,2.858847286089736,0.004251834186998932,張立,30,1.0936110669276213,14
x37,3.405442707874909,1.1781254236860623,2.8905604101302926,0.003845556134967828,古力,82,1.0845356232133665,15
x143,3.4358743517478376,1.1954365047881403,2.87415880139678,0.004051052185150489,李喆,49,1.080864437315201,16
x46,3.403774328472637,1.1939543521570595,2.8508412589838152,0.004360373208990709,周睿羊,54,1.05168425472323,17
x256,3.385706070583239,1.190489474893169,2.843961363780274,0.0044556450462085355,謝赫,60,1.0404418050436965,18
x298,3.3129257326039596,1.184350275174729,2.797251625677377,0.005153937695371356,陳耀燁,63,0.9797556905097435,19
x272,3.2808903195350894,1.2062254023845567,2.7199645381776736,0.006528891763752006,金志錫,44,0.9046262768375128,20
x263,3.2427466271217362,1.195070905898278,2.7134345009297314,0.006658973080743886,邱峻,50,0.8884569425021285,21
x190,3.1883894069304577,1.2010039513063298,2.6547701224983085,0.007936247060737953,江維傑,42,0.822411622856988,22
