term,estimate,std_error,statistic,p_value,name,n,estimate_for_ranking,Rank
x26,2.7201042262411628,1.9366242252760733,1.4045596408117849,0.16015226502743857,李昌鎬,32,-1.0950454975527015,1
x5,2.9984038133178204,2.24316417683681,1.3366849579177968,0.1813254939695035,周鶴洋,5,-1.4206296150506952,2
x25,2.0751546927125064,1.9325674880629728,1.0737812291318478,0.28292074483585783,李世乭,27,-1.7320032587715501,3
x3,1.6921401355163803,1.9962812640209522,0.8476461538831636,0.3966350623687786,兪斌,11,-2.2405339546048957,4
x4,1.459404832526698,1.915222067905939,0.7620029327055419,0.4460582538186103,劉昌赫,34,-2.313582641248002,5
x23,1.8671753712101928,2.15852634719344,0.8650232014253301,0.3870260544782281,朴永訓,5,-2.385121532760884,6
x18,1.468357916270664,1.970780527405949,0.74506414887476,0.45623294088636585,常昊,17,-2.4140797227190554,7
x51,2.088826093712173,2.325168730422305,0.8983546296585511,0.3689965164969148,金主鎬,3,-2.4917563052197673,8
x22,1.953797334035073,2.316478419678427,0.8434342912230965,0.3989856004897512,朴昇哲,3,-2.609665152731428,9
x43,1.147667787504309,1.9164550358230226,0.598849316081889,0.5492733725034098,睦鎮碩,25,-2.6277486330670454,10
x32,1.2121210812458596,1.950375517629658,0.621480873959586,0.5342832748220314,梁宰豪,16,-2.6301186884845666,11
x15,1.15519046125055,1.9257130563417357,0.599876735241676,0.5485883882381491,崔明勲,20,-2.6384642597426695,12
x13,1.321736986510794,2.0324670447690014,0.6503116446156277,0.5154909368089327,山田規三生,8,-2.6822230916841385,13
x40,1.9387200244287515,2.351747233330211,0.8243743192092166,0.40972690206630286,王立誠,3,-2.694222025231764,14
x31,1.3245753331705745,2.0462391026421156,0.6473218752687676,0.5174236466494995,柳才馨,8,-2.706515699034393,15
x27,1.0225609866674887,1.9911560104843569,0.5135514149987407,0.6075656552125883,李相勲,14,-2.900016353986694,16
x48,1.4465521261696883,2.2087060929154267,0.6549319218204729,0.5125115865432086,趙漢乗,4,-2.9045988768737017,17
x21,0.618363835992466,1.8381692227841224,0.33640201801218367,0.7365677279183183,曺薫鉉,26,-3.0028295328922554,18
x45,0.8049733032906378,1.9553127689649037,0.41168518718198294,0.6805701835777413,芮廼偉,25,-3.0469928515702223,19
x41,1.0401698083541742,2.0782212796760806,0.500509651463245,0.6167162619692723,王銘琬,6,-3.053926112607704,20
x6,1.7025776256463803,2.4661791181119295,0.6903706276411297,0.48996114302711374,大竹英雄,2,-3.155795237034121,21
x19,1.4468259870846285,2.362424339562554,0.6124327297408961,0.5402514926698098,彦坂直人,3,-3.2071499618536023,22
x52,0.6424571967999669,1.9691482546083847,0.326261466243808,0.7442265399398488,金承俊,11,-3.236764864778551,23
x46,1.3108487683992882,2.330261426088619,0.5625329217243958,0.5737529796954071,趙善津,3,-3.2797662409952917,24
x39,1.5556935401898306,2.5089331053134,0.620061785184784,0.5352171103334042,王煜輝,2,-3.3869046772775677,25
x20,0.4917756484353389,2.0100660613056265,0.24465646075129935,0.8067224428687618,徐奉洙,14,-3.468054492336745,26
x7,0.7361140305320479,2.1414052510763826,0.34375279044545093,0.731032206660622,姜至省,5,-3.482454314088426,27
x42,0.8432856606904149,2.2834420290039223,0.36930460680811367,0.7119006921496167,白大鉉,3,-3.6550951364473114,28
x35,0.9521903941880165,2.3499019031376482,0.4052043163659844,0.6853273324774505,横田茂昭,3,-3.6771163549931503,29
x24,0.3232275924314886,2.0753919424013247,0.15574291574896415,0.8762356680178464,朴鋕恩,7,-3.765294534099121,30
x36,0.6170893618272624,2.2887972220717865,0.26961294599470104,0.7874580396037048,武宮正樹,3,-3.8918411656541574,31
x47,0.22492259017984728,2.089805902689806,0.10762845960495546,0.9142904206183865,趙恵連,8,-3.89199503811907,32
x33,0.02581995587890926,2.0995505150521434,0.012297849322414615,0.9901879832186793,梁建,6,-4.110294558773813,33
x30,0.4876243226414182,2.346358686790381,0.20782173049102173,0.8353681645604547,林海峰,3,-4.134702290335633,34
x37,0.11433059581793997,2.1579593510643327,0.05298088481673702,0.9577471380263964,江鋳久,5,-4.136849325778796,35
x16,-0.2854432519263034,1.9960176634064146,-0.14300637572473401,0.8862851458509766,崔珪昞,10,-4.2175980488369404,36
x28,-0.6183638359924729,1.8381692227841224,-0.33640201801218744,0.7365677279183155,李賢旭,2,-4.239557204877194,37
x55,0.0,2.174609481567598,,,黄孟正,2,-4.2839806786881685,38
x29,-0.027124170993193905,2.1916086693937147,-0.012376375112942732,0.9901253334707713,林宣根,5,-4.3445932496988116,39
x49,-0.0807380166244257,2.168634262662399,-0.03722989072638965,0.9703017057739933,邵煒剛,5,-4.352947514069351,40
x14,-0.25471815922342206,2.134754706936252,-0.11931963817472378,0.9050221256306458,崔哲瀚,8,-4.460184931887839,41
x34,0.2740750913056688,2.4454464215167135,0.11207568846905347,0.9107633937498865,権孝珍,2,-4.543454359082257,42
x2,-0.2971356033900346,2.15603673957285,-0.13781564939793306,0.890386115950489,依田紀基,5,-4.544527980348549,43
x11,-0.3831550938475348,2.1799076171849014,-0.1757666659022621,0.86047725864,尹炫晳,6,-4.677573099701791,44
x50,-0.37170978845422337,2.227681213600347,-0.16685950673053043,0.8674805953376405,鄭壽鉉,5,-4.760241779246908,45
x38,-0.276078211295308,2.326526318195044,-0.11866541510241495,0.9055404376430806,洪太善,4,-4.859335058139545,46
x1,-0.2703430902896043,2.3373869956947306,-0.11566038948088332,0.9079217001155866,余平,3,-4.874995471808224,47
x8,-0.36868844674214474,2.414079442451208,-0.15272423941764976,0.878615744715079,安達勲,4,-5.124424948371026,48
x10,-0.8679466332204328,2.249794506602721,-0.3857892934991056,0.6996527252051502,小林覚,4,-5.300041811227793,49
x12,-0.9747626384187805,2.3048031566514964,-0.42292663284744536,0.6723487907232156,尹赫,4,-5.515224857022228,50
x17,-1.2549469497048018,2.169638865385284,-0.578412827003792,0.5629854359517823,工藤紀夫,3,-5.529135514513811,51
x54,-0.5821469350408579,2.602846431491307,-0.22365781092483256,0.8230235763113205,韓鐘振,2,-5.7097544050787326,52
x9,-0.7811387762341754,2.53281904659442,-0.30840686281338564,0.7577727605473532,宋泰坤,3,-5.770792298025182,53
x53,-1.5422086731116134,2.2573339035365967,-0.6831991805445412,0.4944809903890322,金栄三,4,-5.989156463078708,54
x44,-1.5205400420285375,2.3264261005479923,-0.653594817247955,0.5133728841651106,羅洗河,3,-6.103599460108082,55
