term,estimate,std_error,statistic,p_value,name,n,estimate_for_ranking,Rank
x189,4.9764845291752335,1.3180260560759263,3.775710279955617,0.0001595523572909439,柁嘉熹,48,2.3799731987056587,1
x287,4.995374923422122,1.351683958605886,3.695667830943488,0.00021930955035945627,連笑,26,2.3325575249685264,2
x133,4.913667718664343,1.3195587076719137,3.7237204302440516,0.00019630830520728842,時越,44,2.3141370645506734,3
x142,4.849957920952581,1.2997739110726452,3.7313858045897597,0.00019042932846573274,朴廷桓,81,2.28940331613947,4
x54,4.756522824302921,1.3317252823108046,3.5716997247731315,0.0003546719211992502,周賀璽,33,2.1330240181506364,5
x304,4.664458340965869,1.3017021571110277,3.5833530085853713,0.000339211686163277,金志錫,67,2.100105091457144,6
x57,4.7200904130548,1.3314997233320287,3.5449428417776527,0.00039269823286615645,唐韋星,37,2.0970359580907036,7
x246,4.656081781303155,1.3063464723066545,3.5642012896331967,0.00036496580946943866,白洪淅,59,2.0825792308590456,8
x326,4.646580795044188,1.304466750286443,3.5620538384929032,0.0003679648990740886,陳耀燁,56,2.076781296979895,9
x267,4.5970133512302445,1.3080673824881655,3.5143551569078553,0.0004408230021572347,范廷鈺,49,2.0201206077285585,10
x102,4.568656638281267,1.296789286486334,3.523052423312423,0.0004266069695331541,崔哲瀚,80,2.013981743903189,11
x155,4.584721836334917,1.3055730882855963,3.5116546729339455,0.0004453262397938123,李世乭,63,2.012742852412292,12
x280,4.587103945634968,1.3085934325026436,3.5053698358108645,0.00045597340146234555,謝赫,54,2.00917488360476,13
x203,4.5510723279395275,1.2994443813962993,3.5023217562026305,0.0004612222691058558,檀嘯,70,1.991166896588818,14
x112,5.355507770186231,1.7247541065980478,3.105084805827528,0.001902244756103065,張亜博,6,1.9577421801880766,15
x42,4.492097044078197,1.3037765324671324,3.4454501459524014,0.0005701091199370461,古力,59,1.9236572751179466,16
x27,4.606547686642092,1.3721343177959633,3.3572133769247263,0.0007873232681010347,党毅飛,17,1.903443080584044,17
x145,4.465376955072558,1.303528709982797,3.4256069090580206,0.0006134274667592301,朴文尭,57,1.8974253964064478,18
x331,4.441932931310687,1.326512937199402,3.348578673260971,0.0008122721562700467,陶欣然,35,1.828702445027865,19
x285,4.352862418687288,1.3012737925173703,3.345078064060975,0.0008225941412119308,趙漢乗,65,1.7893530474280688,20
x26,4.314163452135969,1.2988779895112657,3.3214539679429613,0.0008954975260309177,元晟溱,71,1.755373812798776,21
x206,4.318441954233245,1.3051252394131692,3.30883337768793,0.0009368557408726773,江維傑,52,1.7473452325893022,22
x74,4.31855650562734,1.314080968616603,3.2863701771540716,0.0010148754294199646,孟泰齢,43,1.729816997452632,23
x309,4.328646314268245,1.3305153823157725,3.253360593798023,0.0011404867017349872,金昇宰,33,1.7075310111061732,24
x232,4.282165978024762,1.319524722078492,3.245233610537868,0.0011735430686404488,王檄,40,1.6827022755301324,25
x272,4.344017509945601,1.3609109666018875,3.1919924348852526,0.0014129503332683201,蔡競,22,1.6630229057398829,26
x263,4.242521806892541,1.3164149222748958,3.222784651788239,0.0012695095744606445,胡耀宇,42,1.6491844100109967,27
x53,4.19397822326426,1.3082704082070695,3.205742633139531,0.0013471441930048335,周睿羊,52,1.616685519096333,28
x259,4.196981684233022,1.3153123968312816,3.190863018051049,0.0014184851606084282,羅玄,46,1.6058162624753973,29
x289,4.181544558756329,1.3138578524111741,3.182646091494917,0.001459358729925871,邱峻,40,1.593244589506316,30
x170,4.27328726980041,1.3724399623730226,3.11364240838023,0.0018479330692974985,李浩范,19,1.569580543925556,31
x225,4.150700093211882,1.3135230656777401,3.1599750333049847,0.0015778265875272643,牛雨田,45,1.563059653826734,32
x69,4.129027518518066,1.3050996879557584,3.163764083788545,0.0015574298449267756,姜東潤,57,1.5579811332452218,33
x119,4.606897456133752,1.5699682156527763,2.934388996033434,0.00334205070767038,張維,6,1.514060071297783,34
x140,4.149217329567485,1.3607144063015988,3.0492933053049645,0.0022938041462138505,朱元豪,21,1.4686099491533349,35
x330,4.296623805333899,1.4362986226800334,2.9914557721406836,0.002776507541625693,陶忻,11,1.4671155186542335,36
x201,4.0915076144976075,1.3347670278055395,3.065334645870271,0.002174265678711929,楊鼎新,32,1.4620165697206948,37
x73,4.0179832531916935,1.2978279082294162,3.0959291503241717,0.001961972344161519,孔傑,66,1.4612622739797438,38
x175,4.050559650279125,1.3181850341413957,3.0728308586187754,0.0021203863390896185,李軒豪,39,1.453735133020575,39
x149,3.9649916180874305,1.2991132166982426,3.0520754982114977,0.0022726493134697405,朴永訓,73,1.4057385811918923,40
x205,3.9960759018598577,1.3251279510486145,3.0156151326350336,0.002564585541435154,毛睿龍,34,1.3855738382940874,41
x159,4.006958547800254,1.3314466934419213,3.009477260739497,0.0026169766762551973,李康,30,1.3840085617196691,42
x79,4.303287864424724,1.4973536320504024,2.87392889182231,0.004054002260535798,安冬旭,7,1.3535012092854313,43
x123,3.917415241418087,1.3101593169971748,2.990029678525375,0.0027895034236992316,彭立尭,48,1.3364013869336526,44
x265,3.9257058971492826,1.3145916686145707,2.986254964848916,0.0028241706897018898,芈昱廷,45,1.3359603099785784,45
x41,4.017398757042527,1.3685957581821528,2.9354166363767384,0.003331001019184021,厳歓,18,1.3212651134236864,46
x277,3.9344518921862655,1.329390607611431,2.9595905595086545,0.003080481492148385,許映皓,34,1.3155523951917463,47
x321,4.073086577700867,1.4024907243096043,2.904180760058788,0.003682155033444158,閔詳然,14,1.3101798508109463,48
x15,3.807787815218637,1.2692283055062517,3.0000810718603073,0.0026990775542501,井山裕太,68,1.3074080533713213,49
x230,3.902170324993125,1.3194061742864935,2.957520133709648,0.0031012449524949605,王昊洋,39,1.302940161648733,50
x163,3.8425520787452725,1.3012297794540246,2.9530157850810532,0.003146858711351372,李映九,64,1.279129413220844,51
x269,3.95364197913311,1.365629120944363,2.895106671714117,0.0037902970594575567,范蘊若,20,1.2633526108727149,52
x214,3.845542567234066,1.325900548933572,2.900325043478603,0.003727758760397773,洪性志,34,1.2335184858349293,53
x156,3.8305383268636954,1.326574666380179,2.8875406895233993,0.0038826638348012526,李元栄,35,1.217186234094743,54
x33,3.780602559178983,1.3147826074877054,2.8754582983136516,0.0040344143464549525,劉星,43,1.1904808224282037,55
x77,3.8043989827413243,1.331588907662063,2.857037153772103,0.004276157809194197,孫騰宇,31,1.18116883464706,56
x67,3.7901704210237246,1.3263272744827672,2.8576434292974873,0.0042679969738744035,姜儒澤,36,1.1773056902926733,57
x239,3.748338049416145,1.320122311058743,2.83938694014645,0.004520030955618249,王雷,39,1.1476970966304214,58
x219,4.8293642253818465,1.8755743200701978,2.5748722264448025,0.01002771231883709,湯靖軒,3,1.1344828148435568,59
x161,3.747321781249134,1.335804759173687,2.8052915334477344,0.00502710881891699,李志賢,29,1.1157864056769706,60
x248,3.744559871127897,1.335212650725004,2.8044670405831216,0.005039984024606013,睦鎮碩,31,1.1141909491996396,61
x148,3.7159547258728547,1.3374411250577098,2.7784062088807935,0.005462628097956333,朴正祥,30,1.0811957095091662,62
x190,3.772949641632508,1.3681988395524634,2.757603304843203,0.005822681180574334,柯潔,18,1.0775979277141552,63
x158,3.6665251076512635,1.3196236884288017,2.7784626327955504,0.005461679478142261,李喆,39,1.0668664414465243,64
x162,3.647006941865278,1.3127182969928395,2.778209879621394,0.005465930017596386,李昌鎬,47,1.0609518967893843,65
x94,3.6664816300218788,1.325162247502973,2.7668171478101615,0.005660649522892308,尹畯相,36,1.0559120024410222,66
x118,3.7067113681776958,1.3502446494266167,2.7452146318459816,0.006047133404567932,張立,24,1.046729408807261,67
x335,3.8142048058246147,1.4173114196777923,2.691155065053893,0.0071205089688195665,韓晗,13,1.022101309059364,68
x124,3.61750410917956,1.3249691073450198,2.7302554369953076,0.006328526913699319,彭筌,34,1.007314967709871,69
x354,3.8192530562736766,1.4285942649936025,2.673434403217893,0.007507895797235026,黄雲嵩,12,1.0049223542362795,70
x44,3.6754420227606936,1.3600785899412582,2.7023747377123524,0.0068846120125199296,古霊益,20,0.9960872005764152,71
x292,3.5925920005728527,1.3251555661599446,2.711071886437846,0.006706608450754881,鄔光亜,36,0.9820355352377619,72
x81,3.5519014467926264,1.3275628683871428,2.675505267112385,0.007461670073372233,安成浚,34,0.9366025960699553,73
x256,3.556453897709461,1.3384665107524203,2.6571108571929805,0.00788135217337612,童夢成,29,0.9196748715271927,74
x336,3.5825831945934006,1.3602617550970928,2.633745439926511,0.008444877543783919,韓熊熙,23,0.9028675370521277,75
x177,3.771928789989804,1.458470423409243,2.58622233913578,0.009703431509387846,李銘,9,0.8987420558735955,76
x166,3.5387520962034054,1.3438687562420146,2.633257213374874,0.008457027476486035,李東勲,28,0.8913306464066366,77
x110,3.504319869044087,1.3302058024687347,2.634419322589335,0.0084281330450742,常昊,35,0.8838144381806798,78
x315,3.481358824803097,1.3328412210049696,2.6119831604383705,0.009001868801324244,金起用,31,0.8556616194233069,79
x34,3.522495502877729,1.3599893835834997,2.5900904414386976,0.009595071971301775,劉曦,21,0.8433164172182344,80
x323,3.486445219668198,1.3436866054048862,2.5946862948876723,0.009467728910859296,陳時暎,28,0.8393826070205725,81
x316,3.5428045940290227,1.3842725602432506,2.559325884063226,0.010487537709944796,金顕燦,16,0.8157876503498191,82
x320,3.4178482724277344,1.3263935421893511,2.5767980344553085,0.009972019728341856,鍾文靖,35,0.8048529943147127,83
x193,3.7707992734796556,1.5073389077288641,2.501626710585737,0.012362419533585349,柳秀沆,7,0.8013416252537935,84
x55,3.390823495772767,1.3247081244567587,2.5596759264711904,0.010476981223008736,周鶴洋,37,0.7811484905929524,85
x52,3.6086061124428603,1.4353380765396189,2.5141157831907166,0.011933124984971333,周振宇,11,0.7809901016598113,86
x135,3.597335879584959,1.4367648423137878,2.5037749906183357,0.012287615133955536,曹瀟陽,10,0.7669091402267969,87
x264,3.4530529289634173,1.3774384316776087,2.5068655335526526,0.012180703996228821,胡躍峰,18,0.7394992185585281,88
x338,3.392273997732807,1.3536079181426297,2.5060979270774055,0.012207180578240932,韓雄奎,23,0.7256663989918266,89
x210,3.2390218837231886,1.2862342690608919,2.518220795102956,0.011794935629657256,河野臨,37,0.7051403736732316,90
x297,3.386515416089278,1.36893800665831,2.4738267179505375,0.013367451527192133,金世東,20,0.6897075429724073,91
x286,3.7461947150690205,1.557827789260387,2.40475535286709,0.016183295645336927,辜梓豪,6,0.6772739702260582,92
x307,3.6627068951525024,1.5166995521365636,2.41491921718634,0.01573869988547221,金成進,7,0.6748087774434719,93
x291,3.416706032427663,1.3969222753549162,2.4458812724992733,0.014449857571484601,郭聞潮,15,0.6647691499784778,94
x105,3.9067970289237053,1.6508233549958884,2.366574847091036,0.017953543632695246,崔汕,4,0.6546750195818052,95
x346,3.4726303018339175,1.4320591021272897,2.424921078100344,0.015311715017899357,鶴山淳志,11,0.6514738706431569,96
x302,3.2660885364791947,1.3459084057505966,2.426679648127866,0.015237704157148275,金庭賢,26,0.6146489771505195,97
x2,3.2822564792896096,1.356775382988188,2.419159811155112,0.015556404039571651,丁偉,23,0.6094089748028795,98
x295,3.3962069185828567,1.4170569050364366,2.39666234045522,0.01654516254607648,鄭淼鑫,13,0.6046048156610766,99
x40,3.4690596061823302,1.4552714377288585,2.383788698276283,0.017135438080191245,卞相壹,10,0.6021748738564789,100
x141,3.3737380270891246,1.4156002287594858,2.383256203656867,0.0171602467171915,朴埈奭,12,0.5850055764329376,101
x115,3.090938818548264,1.2768232080431403,2.42080406988015,0.015486221620663529,張栩,44,0.5755970987032772,102
x337,3.9345010755617262,1.705152354596233,2.307419078979242,0.021031468632970438,韓鐘振,4,0.5753509370071472,103
x103,3.434953600898818,1.4532983431196065,2.363557088715487,0.018100437663673502,崔基勲,9,0.5719558649531931,104
x312,3.2455369084027144,1.364071921139603,2.3793004299152027,0.017345532606325827,金炯佑,21,0.5583152237576963,105
x342,3.0490068142610056,1.2750276279148247,2.3913260760061643,0.01678763576627971,高尾紳路,44,0.5372023872688008,106
x78,3.1989089800863404,1.3523919785098062,2.365371157858539,0.018012009392518326,安亨淩,24,0.5346967824220221,107
x111,3.3415865678661234,1.4373202424121418,2.324872682693316,0.02007876907346921,廖行文,11,0.510065690314204,108
x95,3.0204526516203583,1.2906498381653995,2.3402572582458117,0.019270460834318513,山下敬吾,37,0.4778724704345212,109
x262,3.9112978037743087,1.7430590856709247,2.2439272632395033,0.02483708167619729,胡煜清,4,0.477471405002587,110
x49,4.023105967822289,1.8081637603302112,2.2249677026419223,0.026083406390837414,呉新宇,3,0.46102335997177324,111
x325,3.62591961459785,1.6080759896825374,2.2548185768967737,0.024144718745961805,陳浩,5,0.4580099149232515,112
x334,3.069951111084244,1.3432920384625575,2.2853936621242132,0.022289755307371786,韓尚勲,29,0.42366579531300586,113
x29,3.1732562014551093,1.4060282127927326,2.256893690029312,0.024014718429285025,兪斌,14,0.40338062225342597,114
x344,3.416954306243482,1.5360401478114474,2.2245214821448283,0.02611337881149383,高根台,6,0.3909552150549307,115
x252,3.945949331887952,1.8149725787776798,2.1741096135708067,0.02969690415824647,祁立鶴,3,0.37045335169592297,116
x228,3.078821890667955,1.3795054998352196,2.231830094940337,0.025626194474968535,王尭,18,0.36119605599257243,117
x328,4.14274291888093,1.9203443496126678,2.157291696000521,0.03098294362308098,陳賢,2,0.35966455014397436,118
x169,3.0024128755254513,1.343388897113277,2.2349543620444874,0.02542034507070526,李泰賢,28,0.3559367482122955,119
x23,3.394592547779287,1.5440790204457773,2.1984577879953737,0.027916499501006036,佟禹林,7,0.35275687750110585,120
x253,3.021566603623349,1.3681311527913553,2.2085357806951045,0.027206946419995083,秋山次郎,15,0.3263482326243792,121
x83,3.022580470151775,1.3712645115887891,2.2042286113346,0.027508270585287993,安祚永,20,0.32118938232186034,122
x260,2.8301628843773736,1.274651018344493,2.2203433282100753,0.02639547085141805,羽根直樹,45,0.3191003782387223,123
x116,3.152878841303931,1.461584885472707,2.157164371800564,0.030992859417125897,張涛,10,0.2735566169226984,124
x217,2.9523220147334723,1.3713468197590508,2.1528631358566193,0.03132943643630392,温昭珍,21,0.2507687798081424,125
x172,3.377377922111199,1.6100784118210785,2.0976481004370573,0.03593624269041687,李翔宇,6,0.2055234508236743,126
x349,3.972151732741076,1.9245441585423475,2.0639441891266292,0.039023008339569856,黄宰淵,2,0.18079974041265157,127
x165,2.940804678427214,1.4096086921564448,2.0862560615516053,0.03695543444688874,李春揆,15,0.16387555487901784,128
x279,3.327921673294587,1.608312699162663,2.06920064426974,0.03852726229561177,謝爾豪,5,0.15954565594414083,129
x147,3.9200441572204174,1.915401579300392,2.046591273383114,0.04069823239695219,朴時烈,2,0.14670304599864536,130
x128,3.602095414373822,1.7603221006418321,2.0462706302786633,0.04072975161703633,戎毅,4,0.13426087610941284,131
x176,4.062570693742748,1.9987067718232894,2.0325996544439233,0.04209298645498225,李載雄,2,0.12511835325086773,132
x68,2.8772576962545124,1.401168997990264,2.0534694247313805,0.040027072141134525,姜昇旼,16,0.1169547702136926,133
x284,2.6223567844218443,1.2876434725148769,2.036555025049099,0.04169465366983428,趙治勲,38,0.08569914356753694,134
x80,2.7087111123878334,1.3327622148771867,2.0324038918205973,0.042112784431635165,安国鉉,39,0.0831695490797757,135
x167,3.045861217191764,1.5045359370289608,2.0244522860693452,0.04292363660867873,李欽誠,8,0.08192542124471114,136
x234,2.9674231768794126,1.4696262478833397,2.01916860232546,0.043469698495481775,王煜輝,10,0.07225946854923349,137
x300,2.7151857486895685,1.351919774073211,2.008392658174502,0.044601582463685216,金基原,26,0.05190379376534304,138
x139,3.12441480528372,1.572401736810666,1.987033422909487,0.04691869314512029,朱亨煜,6,0.02678338376670819,139
x310,2.689217557748851,1.3544086367038115,1.985528949589046,0.04708565253566307,金東昊,25,0.021032543442342178,140
x238,2.5953963320051563,1.3126238969081958,1.9772581758708274,0.0480124546765425,王銘琬,21,0.009527255096010379,141
x208,3.1845930019642172,1.6195337682011377,1.9663640638388389,0.049256571432659164,汪濤,5,-0.005888521392023893,142
x213,2.655943455719075,1.3734956286776274,1.933710890857484,0.05314868404646247,洪基杓,21,-0.04984293277585072,143
x198,3.719955372147932,1.9261016190930502,1.9313391023987403,0.05344113074724543,楊一,2,-0.07446481746537659,144
x86,2.6990703602961967,1.4188568442011453,1.9022851891840056,0.05713388088866273,宋泰坤,15,-0.09607762278005971,145
x258,2.632422291042892,1.3951173705253006,1.8868823130284096,0.0591761565468213,羅洗河,21,-0.11595892889195003,146
x58,2.8552044623559416,1.5193029224210106,1.8792858357740605,0.060205474677608325,国宇征,10,-0.1378222948134491,147
x70,2.861308444192114,1.5294765304600677,1.8707762997392514,0.06137609395572563,姜秉巻,7,-0.15176032081421953,148
x327,2.763075747050316,1.4823280675833672,1.8640109483691731,0.062320166863181245,陳詩淵,21,-0.1571105460889175,149
x39,2.866094142521509,1.569686685223079,1.8259020538956718,0.06786501677478916,単子騰,6,-0.22618862736795675,150
x151,2.597954909464274,1.4382382102538347,1.8063453542968804,0.07086441157779769,朴珉奎,14,-0.23537436473578,151
x4,2.545985063379423,1.4223518184164543,1.7899826403104278,0.07345670218829453,丁烈,15,-0.25604801890099216,152
x200,3.1587996007788655,1.7412547284750013,1.814093911202387,0.0696632688170543,楊楷文,4,-0.27147221431688706,153
x194,2.7628332910339024,1.5683784432671048,1.7615858614318982,0.07813929446268206,桂文波,7,-0.32687224220229405,154
x308,2.6948171394895857,1.537797126535025,1.7523879405091398,0.0797071236681511,金承俊,8,-0.3346431997844137,155
x313,2.2416799137521695,1.3104537817639406,1.710613487440014,0.08715248750578825,金秀俊,25,-0.3399140363227935,156
x18,3.07560852992158,1.7427330344536363,1.7648190911155897,0.07759417503801959,付沖,4,-0.35757554795208346,157
x294,3.3951793949403424,1.9064204946630832,1.7809184303488952,0.07492577728626862,鄭斗鎬,3,-0.3604689795459315,158
x144,2.3130597933134456,1.3713616711541912,1.6866883783959667,0.09166328791657756,朴承華,25,-0.388522698860311,159
x311,2.593662863091656,1.5202052872811727,1.706126721694489,0.08798448834272639,金沢真,8,-0.40114155285225417,160
x19,2.4150065541349557,1.435870868385257,1.6819106838282813,0.09258616064896767,伊田篤史,11,-0.4136590565840006,161
x192,3.5773269546788944,2.0660437473978286,1.7314865472643157,0.08336502221615495,柳珉瀅,2,-0.49277922769482796,162
x82,2.0864128490148097,1.3106247202012342,1.5919223991856803,0.11140214193481106,安斎伸彰,22,-0.4955178497816215,163
x146,2.2980115134516637,1.434772313617865,1.6016558806164087,0.10923172643833011,朴昇賢,14,-0.5284899443755302,164
x173,2.486730133577417,1.5351650952650115,1.6198454102737003,0.10526548881842596,李豪傑,9,-0.5375451040946557,165
x223,2.0111159034062855,1.3069408871631263,1.5387963779843605,0.12385401440399356,瀬戸大樹,27,-0.5635576443050732,166
x207,2.3751979378732555,1.4924969107141,1.5914256979847405,0.11151380479610327,汪涛,10,-0.5650209762335212,167
x224,2.0933369385219116,1.3509579855920009,1.5495203854208643,0.12125667493184687,片岡聡,16,-0.5680502930943301,168
x32,2.3154429245886217,1.4668424959653432,1.578521846045104,0.11444577340055741,劉昌赫,11,-0.5742367924631044,169
x71,3.1571176736622206,1.90106409748488,1.6607107976207154,0.09677154377009678,姜至省,3,-0.587978598382993,170
x92,2.110812188251859,1.3843794708011208,1.5247352570392871,0.12732514405009676,小県真樹,12,-0.616415369226349,171
x185,2.2352966616015095,1.4527451395725173,1.5386708932712483,0.12388466162503646,林漢傑,9,-0.6266112633563496,172
x268,2.9661221882910302,1.8254437009657665,1.6248773855483891,0.10418868769600041,范胤,3,-0.6300019026115296,173
x290,2.879722344982,1.7827784568440674,1.6153001703194116,0.1062457067963255,郭信驛,4,-0.632351215000813,174
x183,2.4193374161518477,1.5547809936627504,1.5560631535972,0.11969307569146873,林子淵,5,-0.6435811413637706,175
x30,2.0012487611732728,1.3432101077060188,1.4899000161568732,0.13625052732948797,内田修平,18,-0.6448751510075841,176
x60,1.9324568261981838,1.329588798741567,1.453424418156366,0.14610595085840225,坂井秀至,21,-0.6868331073227032,177
x168,1.999603150893212,1.3693702503974943,1.4602355720177043,0.14422534208195426,李沂修,12,-0.6980562423898518,178
x240,2.9424715387235243,1.8494815197259853,1.5909710409863806,0.11161609314960132,甘思陽,3,-0.7010070551366665,179
x222,2.8613124969090347,1.8169798197432452,1.5747629477323324,0.11531117189647729,潘非,3,-0.7181377479851583,180
x351,2.049646674426055,1.4097589902291416,1.4538986370236988,0.1459744107647372,黄晨,22,-0.7275785363253537,181
x257,1.8374124866009827,1.305072308163598,1.4079009071814992,0.15916041444141044,結城聡,34,-0.7335799604813054,182
x14,2.4629054964633212,1.6257233308003962,1.514959802693336,0.12978258413244306,久保秀夫,5,-0.7397694652134592,183
x191,1.8606044172407292,1.3204365214935014,1.409082819927051,0.158810680249006,柳時熏,19,-0.7406555301014686,184
x153,2.1138305945539795,1.4506354877556318,1.4571755705662612,0.14506792222652568,朴進率,16,-0.7439213163246152,185
x220,1.8725059781934488,1.3346079865902503,1.4030381932431395,0.16060545008139146,溝上知親,19,-0.7566717553893443,186
x22,2.653130779157493,1.7364352095420266,1.5279180959808107,0.12653287465974117,余正麒,4,-0.7676465836402993,187
x229,2.6498352117947617,1.7596221271891974,1.5059115084143557,0.13208989183098682,王彦皓,4,-0.8166203787679573,188
x117,2.7973743785654723,1.855700357196647,1.5074493938188303,0.1316955061092922,張璇,4,-0.8583553251119223,189
x353,1.739500636433869,1.3433384155187702,1.29490872615454,0.19535171789201947,黄翊祖,17,-0.9068760421381084,190
x98,1.6645089850317165,1.3236903243136013,1.2574761290144252,0.20858127757842423,山田規三生,19,-0.9431609538660781,191
x7,2.055189489621302,1.5256152380748806,1.3471217632924748,0.17794101996615255,三村智保,7,-0.9502725293862126,192
x243,2.7215785359422267,1.8641158112434308,1.4599836123523022,0.1442945778533347,田瑞祺,3,-0.9507296122073319,193
x127,1.7243449365804246,1.3725964978179337,1.256264997995899,0.20901990782890295,志田達哉,13,-0.9796701641209049,194
x75,1.8252942443911553,1.4341073331893677,1.2727738030122275,0.20309831975740575,孫力,21,-0.999897201991899,195
x216,2.081456607203523,1.566014420978049,1.3291426817791092,0.18380090108665317,清成哲也,5,-1.0035918021232333,196
x24,1.5583316546332984,1.3042349229029213,1.1948243581492337,0.2321556613730482,依田紀基,26,-1.0110111434854565,197
x17,2.187246125932324,1.6261025299254805,1.3450850027473724,0.17859778576567703,今村善彰,4,-1.0161758580208726,198
x266,1.8128077607053406,1.4469906347046417,1.2528123660422785,0.21027400020588485,芮廼偉,16,-1.0377637896628038,199
x281,1.620613127775538,1.353994624747864,1.1969125269439844,0.2313406509960345,趙善津,15,-1.0467562829777541,200
x104,1.897225977350503,1.5115917373369692,1.255117986218237,0.20943593205842387,崔明勲,11,-1.080609745203326,201
x283,1.746486964161359,1.4397635958310961,1.2130373133606065,0.22511555488547474,趙恵連,14,-1.0898473196259004,202
x174,1.8576428666645444,1.5136618492002822,1.2272508999589298,0.21972830380710462,李赫,12,-1.1242709762600116,203
x178,1.5136143466714198,1.3418971813100549,1.1279659632295542,0.2593342939492402,村川大介,20,-1.1299231005093884,204
x188,1.9184517181148086,1.555274791947594,1.2335130280819546,0.2173844191065305,林至涵,13,-1.1454396220219514,205
x121,1.503563838256235,1.3603361837821915,1.105288425156657,0.2690346317870764,彦坂直人,15,-1.1762984437946822,206
x120,2.3308238170602307,1.783347104343872,1.3069939168784452,0.19121477746732368,張豊猷,3,-1.182369978497197,207
x282,2.2083789326785626,1.7338062896373914,1.2737172231278637,0.20276365031846852,趙寅善,5,-1.2072194579070983,208
x154,1.499782782609834,1.3965017222635798,1.0739569874492145,0.28284195995814543,朴鋕恩,22,-1.2513256102494181,209
x333,2.2141703952408887,1.7619234117847606,1.2566780033860945,0.2088702563705055,韓一洲,5,-1.2568187259750898,210
x254,2.2682089356761015,1.797749387281498,1.2616936218824237,0.20705905285712156,秦悦欣,4,-1.2733573572684498,211
x152,2.4102449602491203,1.8731410044188717,1.2867397353232792,0.19818501838045913,朴硬根,3,-1.2798428184560566,212
x340,1.5906888734849325,1.4656039161874903,1.0853470408449977,0.2777679786753277,首藤瞬,7,-1.2965508414044233,213
x87,1.6233008667848758,1.502066547309992,1.0807116833085717,0.27982538441002885,富士田明彦,7,-1.335770231415808,214
x273,1.5505793923826463,1.466974177514199,1.0569916063622313,0.2905154181904509,蕭正浩,27,-1.3393597373203256,215
x99,1.7929675069419515,1.5906462238832177,1.1271943943416973,0.25966030004600227,山田規喜,5,-1.3406055541079875,216
x143,1.4557506613938849,1.4211322101715216,1.0243597682007257,0.3056653772293426,朴志娟,17,-1.3438797926440127,217
x341,2.556642719909381,1.982858180774933,1.2893724547209946,0.19726863284328444,馬笑氷,2,-1.349587896217237,218
x25,1.5626498471202144,1.4818228602244536,1.0545456471656254,0.29163317333056693,倉橋正行,7,-1.3565411875219593,219
x244,1.6845593534497454,1.5548507281930697,1.0834219149817765,0.2786211927259628,畠中星信,6,-1.3784965810906018,220
x231,1.3941362172697338,1.4217095843719403,0.9806054855328366,0.3267873281781234,王晨星,19,-1.4066316639429886,221
x235,3.1835289414075896,2.3310189730524593,1.3657241653587968,0.1720255565298571,王爽,2,-1.408578435505755,222
x89,1.803879942337003,1.6465155780624572,1.0955741727386052,0.2732651694137735,小松英樹,5,-1.4397557464460375,223
x1,1.2601188014365303,1.372363088711301,0.9182109398029845,0.35850844239876406,一力遼,11,-1.4434364833247324,224
x113,2.556038218518039,2.0550879474513852,1.2437609892500738,0.21358754190136808,張佩佩,3,-1.4924850379611905,225
x36,1.3482338745969378,1.4522120370387457,0.9284001510868666,0.35320004019154433,加藤充志,9,-1.512623838369391,226
x227,1.5136793516786653,1.5489360859444135,0.9772380961450379,0.3284512917880771,王元均,15,-1.537724737631829,227
x348,1.8072114333213825,1.7411512861108152,1.03794049818504,0.29929775763300553,黄奕中,8,-1.6228566003169234,228
x106,1.7215846944223983,1.7184845324917084,1.0018040092139757,0.31643826051083884,崔洪允,5,-1.6638298345862674,229
x138,2.1366216575434924,1.954550457057086,1.0931524688088872,0.274326862146756,本木克弥,3,-1.7138427428589669,230
x50,1.1968698280957268,1.4847916941849215,0.8060860205395681,0.420193251518255,周俊勲,32,-1.7281698094485687,231
x62,0.7927308019401643,1.2834295915922995,0.617665984276282,0.5367955389874236,大橋拓文,13,-1.735625493496666,232
x186,1.1970968120994923,1.5044120491600983,0.7957240257200959,0.42619245905724373,林立祥,20,-1.7665949247459012,233
x293,2.8956477822620763,2.366785990743571,1.2234514626953463,0.2211592260441897,鄭壽鉉,2,-1.7669206195027587,234
x134,1.4618747809416759,1.6423918140032658,0.8900889352208918,0.3734181337702201,曹又尹,8,-1.7736370926447578,235
x179,1.5918716459150133,1.7088380890540988,0.9315520622531123,0.35156806704803123,村松大樹,6,-1.7745393895215615,236
x278,0.8260242242040419,1.3354001955178352,0.6185593105171967,0.5362067140909682,謝依旻,27,-1.8047141609660935,237
x251,0.7633014885359075,1.3042257602386236,0.5852525780477242,0.5583778961684345,石田芳夫,10,-1.806023259134181,238
x16,1.2160677677308829,1.538101576740619,0.7906290365476669,0.4291604975158661,今村俊也,6,-1.8139923384481367,239
x107,1.156610106606719,1.5355438586657775,0.7532250544844019,0.45131468606239084,崔精,10,-1.8684112949648626,240
x296,1.5575510029511095,1.762468604121581,0.8837326232698466,0.37684056522513826,酒井猛,4,-1.914512147168405,241
x160,1.277313652845888,1.621021713156617,0.7879682563650391,0.43071527391577624,李廷宇,10,-1.9160991220726475,242
