term,estimate,std_error,statistic,p_value,name,n,estimate_for_ranking,Rank
x101,3.6179335554731815,1.2043562865984738,3.004039249623963,0.0026642095260784857,李昌鎬,59,1.245351670874188,1
x55,4.022247632601299,1.4507643553562943,2.77250238314097,0.005562711209665754,尹畯相,11,1.1642418525493987,2
x63,3.268529108155631,1.2037798464349057,2.715221656049196,0.0066231425138947855,崔哲瀚,60,0.8970828106788669,3
x139,3.301874408630345,1.2382370311675317,2.666593168770775,0.007662436461338585,王檄,33,0.8625474572303076,4
x19,2.9177097843260293,1.2019266172125116,2.4275273902268126,0.01520213889040422,古力,50,0.5499143484173814,5
x36,2.915067412283226,1.2131254968900143,2.40293969565089,0.01626386921110037,孔傑,38,0.5252101834098979,6
x148,2.9257698537125734,1.2439283263787106,2.352040540977142,0.018670739883634054,睦鎮碩,27,0.4752310507465136,7
x96,2.733977951432747,1.2115332943326753,2.2566263463181584,0.024031432666899166,李世乭,38,0.34725736159737686,8
x67,2.710008487751582,1.2148474360133286,2.230739768151307,0.025698371758098474,常昊,37,0.31675903880532497,9
x9,2.7946780907667694,1.2615234844978893,2.2153199089108555,0.026738114280029944,元晟溱,21,0.3094768263059273,10
x10,2.682398822177306,1.2107157871301673,2.2155479020683773,0.02672248024018101,兪斌,42,0.2972887215308764,11
x43,2.6531545542500528,1.201754512435391,2.20773421426424,0.02726280630597611,宋泰坤,43,0.2856981647523327,12
x11,2.7559650305298726,1.2599295817699123,2.1873960818178215,0.028713621965970226,劉世振,24,0.2739037544431455,13
x8,2.65584405298584,1.2120771441604847,2.19115100534739,0.0284408667494113,依田紀基,46,0.26805207898968497,14
x92,2.6655564639479277,1.2289725390435118,2.168930858310703,0.03008793355508544,朴永訓,29,0.24448056203220947,15
x144,2.803097276273833,1.3033225752150137,2.1507317755248705,0.031497376793146924,王雷,16,0.2355518031002557,16
x176,2.647557391382091,1.224623514644976,2.1619357784009483,0.030623126727363705,邱峻,35,0.23504906753148846,17
x59,2.669299067775501,1.2419307824881236,2.1493138791742825,0.03160952704208765,山田規三生,30,0.22269542627389738,18
x174,2.627835165183252,1.2221882668225934,2.1501066869304966,0.0315467768048962,趙漢乗,37,0.22012427954274294,19
x41,2.5778581930020183,1.2355270344005531,2.0864441823021145,0.036938406357741906,安祚永,31,0.1438699352329289,20
x154,2.6203584825830064,1.279724894800328,2.0475951458237858,0.04059968538451094,結城聡,19,0.09930043982636061,21
x72,2.4694555411715458,1.2062734384479936,2.0471772505815746,0.04064068424743173,張栩,56,0.09309686742899848,22
x168,2.456697294191687,1.2240512351341193,2.007021621053719,0.044747360863678906,謝赫,32,0.04531636097747205,23
x98,2.522829320433583,1.2663016032995735,1.9922815495612605,0.04634017491998839,李喆,20,0.028215161933422994,24
x3,2.443061109040348,1.2354301739411868,1.9774983326226019,0.04798532880025952,三村智保,30,0.009263666376210011,25
x7,2.789601721377656,1.413439168985511,1.9736270103366944,0.04842417013752412,余平,8,0.00512655847619925,26
x141,2.437517147194098,1.2374355845216949,1.9698133605364758,0.04885976479003582,王磊,26,-0.00023095431364072994,27
x85,2.365074759396342,1.2115175515786132,1.9521588905704572,0.05091934321635777,曺薫鉉,44,-0.02161481721352576,28
x31,2.375757630177719,1.2291354058518313,1.9328689246659856,0.05325234688083009,周鶴洋,29,-0.04563911935038867,29
x5,2.522319857808878,1.3210436788292177,1.909338728333569,0.05621840935528395,今村俊也,13,-0.08013618948468082,30
