term,estimate,std_error,statistic,p_value,name,n,estimate_for_ranking,Rank
x199,5.719933634263872,0.8531570702365842,6.704432083857324,2.0219116479784216e-11,柯潔,64,4.039214205897801,1
x155,5.540586543889575,0.827630786665385,6.694514792294284,2.1638839778876322e-11,朴廷桓,93,3.910153894158767,2
x329,5.2936128344654545,0.8394111950279833,6.3063405227624845,2.857100756656534e-10,金志錫,66,3.6399727802603277,3
x147,5.02217561547185,0.8312050050409093,6.042042077483249,1.5217576421334838e-9,時越,69,3.3847017555412586,4
x167,4.98733357865775,0.824097468318664,6.051873437777915,1.4317093631948278e-9,李世乭,83,3.3638615660699815,5
x217,5.012560354014291,0.8389366973529511,5.974896997389834,2.302356050646545e-9,江維傑,60,3.359855060228978,6
x78,4.937492669934176,0.8612196834922763,5.73313959791591,9.858842449618937e-9,姜東潤,40,3.2408898934543924,7
x61,4.876929739953028,0.8357552165042481,5.835356625534432,5.3675635429839925e-9,唐韋星,61,3.2304919634396594,8
x282,4.776986290492366,0.8381216234193117,5.699633748862774,1.2006509488859264e-8,芈昱廷,57,3.125886692356322,9
x18,4.786306509496376,0.8821719536827131,5.425593603962891,5.776224914386225e-8,井山裕太,40,3.048427760741432,10
x214,4.737243678454162,0.8633850832213978,5.486825948832602,4.092199762916716e-8,檀嘯,38,3.036375064508008,11
x57,4.661981971406875,0.8290059815831763,5.623580619410919,1.8703941197770035e-8,周睿羊,69,3.0288401876880178,12
x161,4.7033624568951025,0.8575507382670198,5.484646268744268,4.14297571917282e-8,朴永訓,42,3.0139875025090737,13
x285,4.655148995506962,0.8373167409829068,5.559603394579678,2.703883765180714e-8,范廷鈺,57,3.0056350157706353,14
x276,4.587481371198755,0.8383893832947196,5.471778940199335,4.455403791964056e-8,羅玄,56,2.935854286108157,15
x327,4.65412259562321,0.8738755962139128,5.325841133208559,1.0048693129712503e-7,金庭賢,35,2.9325876710818024,16
x174,4.583218030873647,0.8532559813415531,5.371445534630261,7.810796073126307e-8,李東勲,41,2.9023037476307874,17
x47,4.561433008910649,0.8488138331604609,5.373890988471143,7.705545392836093e-8,古力,48,2.8892697575845414,18
x362,4.698564871135594,0.9371181130872148,5.013844899077639,5.335299926316901e-7,韓尚勲,19,2.852442188353781,19
x315,4.515485415035252,0.8483515791770871,5.322658112354003,1.0226183190785763e-7,邱峻,46,2.8442328040563907,20
x313,4.505794988376452,0.8465581409690497,5.322487340584424,1.0235790958569707e-7,連笑,45,2.8380754506674237,21
x66,4.741369198226273,0.9715546134530506,4.8801880332539795,1.0598474220811617e-6,夏晨琨,18,2.827406609723764,22
x198,4.4668598001741175,0.8395144037579059,5.32076612405836,1.0333117190178576e-7,柁嘉熹,52,2.813016424771043,23
x355,4.465212515830121,0.8387817958385119,5.323449481120827,1.0181773929883103e-7,陳耀燁,55,2.8128123780282523,24
x212,4.424060336883083,0.8429422878560191,5.248354959312168,1.5346339264289152e-7,楊鼎新,50,2.7634640298067255,25
x221,4.410181071061771,0.8499060019795588,5.189022151614175,2.114012503631238e-7,河野臨,60,2.7358662471620407,26
x112,4.320975321336346,0.8312253502775482,5.198319950051525,2.0109777846140088e-7,崔哲瀚,66,2.683461381289576,27
x349,4.44757811627334,0.8998929482512956,4.9423413361734125,7.718991830989386e-7,陳時暎,25,2.674789008218288,28
x175,4.368775663932379,0.8601968499211838,5.078809186911892,3.798079312543717e-7,李欽誠,38,2.6741878695876466,29
x157,4.468968193619667,0.9133840780925979,4.892759027453299,9.94321215037276e-7,朴承華,22,2.6696015597772496,30
x168,4.384138770074785,0.8876832290267326,4.938855018001875,7.858260814187573e-7,李元栄,28,2.635402808892122,31
x137,4.320526239616792,0.867676493508879,4.9794206388427185,6.37748972665199e-7,彭立尭,34,2.6112035474043007,32
x48,4.275855617294564,0.853168737715938,5.011734992472506,5.394145754198048e-7,古霊益,42,2.595113203994166,33
x82,4.26270295419814,0.8515823494960346,5.005626240046899,5.56807064756862e-7,孟泰齢,46,2.585085725690952,34
x58,4.278438291109706,0.8604565499836094,4.972288596316925,6.616710706879769e-7,周賀璽,37,2.583338887641995,35
x334,4.3085354820619886,0.8865005867268221,4.860160891681031,1.1729039143303857e-6,金昇宰,30,2.562129326210149,36
x211,4.361072004622012,0.9164329372225866,4.758746469587855,1.947989272934029e-6,楊楷文,21,2.555699118293517,37
x88,4.305774030121112,0.8898786805040997,4.838607918645687,1.307516940146485e-6,安国鉉,27,2.552713029528036,38
x288,4.2002745267277914,0.8409510035981288,4.994672113781085,5.893581112855778e-7,范蘊若,51,2.5436010496394776,39
x59,4.454749168723574,1.002558568448958,4.443380475631907,8.855636106288993e-6,周鶴洋,12,2.479708788879127,40
x90,4.183702916512337,0.8764720355557133,4.773344438604623,1.8119151465025144e-6,安成浚,32,2.457053006467582,41
x386,4.155662586711696,0.8681461264434989,4.786823853878195,1.6944142322119162e-6,黄雲嵩,35,2.4454147176180028,42
x107,4.161074795301148,0.8738891193572805,4.76155922202292,1.9210290567240318e-6,山下敬吾,41,2.439513230167305,43
x291,4.137629875988384,0.8645192556505765,4.786047099523183,1.7009815555697014e-6,蔡競,37,2.434526942356748,44
