term,estimate,std_error,statistic,p_value,name,n,estimate_for_ranking,Rank
x162,1.6813701811813884,1.596034697464079,1.0534671858029765,0.29212692590480144,李世乭,95,-1.4628181728228475,1
x68,1.313620489834546,1.6164086797225954,0.812678443461456,0.4164024435847357,姜東潤,46,-1.8707046092189668,2
x159,1.2374557999875195,1.6032545249649983,0.7718398923680164,0.44020926118921255,朴永訓,62,-1.920955614193527,3
x112,1.256458571671194,1.6175605397035728,0.7767613890367573,0.4372995605949544,常昊,46,-1.9301356915448442,4
x168,1.1999728916765595,1.5983222417454679,0.7507703142303231,0.45279089789285365,李昌鎬,77,-1.9487219245620122,5
x70,1.1024666311928082,1.6045056310097197,0.6871067386027327,0.4920154681119996,孔傑,60,-2.058409461896339,6
x29,1.1426538007424036,1.6700342282914948,0.6842098092273112,0.49384268899202005,劉昌赫,16,-2.1473136289918413,7
x291,0.9956620642592562,1.6227719367627367,0.6135563733284048,0.5395085199397144,謝赫,43,-2.2011986511633355,8
x20,0.9788802546027141,1.615463694395012,0.6059438277684741,0.5445520545902454,元晟溱,44,-2.2035832233554595,9
x156,0.9647691186681291,1.614403354886627,0.5976010367841939,0.550106172276577,朴文尭,50,-2.2156054904585263,10
x269,0.9273433321114443,1.607283816645391,0.5769630245185505,0.5639644338819321,胡耀宇,56,-2.2390057866799764,11
x95,0.9461355503733068,1.6207110176915267,0.583778070270012,0.5593696342172125,尹畯相,38,-2.246665154479001,12
x41,0.9072490291231616,1.6068436846319791,0.5646156112135774,0.5723352445514722,古力,59,-2.258233029601837,13
x289,0.9232373245647659,1.6257978296366218,0.5678672389242373,0.5701251188832871,許映皓,35,-2.2795843998193788,14
x327,0.9812037360071948,1.6767224798265614,0.5851914957976168,0.5584189624567533,鍾文靖,21,-2.321939549251131,15
x298,0.8133373469187846,1.6003050564420338,0.5082389408473666,0.611285784809509,趙漢乗,65,-2.339263614272022,16
x252,0.8382000485257439,1.613932894553,0.5193524782564732,0.6035149640109385,白洪淅,46,-2.3412477537436662,17
x253,0.8107987768333625,1.6026180387459106,0.5059214093632899,0.6129118220806504,睦鎮碩,63,-2.346358759496081,18
x11,0.642607891345592,1.5497350401568222,0.4146566185149719,0.6783932941021913,井山裕太,43,-2.4103701377633477,19
x52,0.7581371814048676,1.610664662556881,0.47069833903312186,0.6378561706992856,周睿羊,62,-2.414872203832188,20
x335,0.7576962752812698,1.6134124126248919,0.46962343251627714,0.6386240802519961,陳耀燁,49,-2.420726177589767,21
x219,0.7615559549503534,1.6497106886854678,0.4616300058995077,0.6443466729551255,洪旼杓,19,-2.488374101760018,22
x2,0.6806020240687093,1.6162334854982414,0.42110377626466383,0.6736793041976545,丁偉,44,-2.5033779423628264,23
x125,0.5993288041175606,1.58532257368015,0.3780484893533595,0.7053945729887501,張栩,62,-2.5237566660323347,24
