term,estimate,std_error,statistic,p_value,name,n,estimate_for_ranking,Rank
x270,4.856930640148897,0.6420714052782308,7.564471179096081,3.89445669598574e-14,柯潔,90,3.5920499717507823,1
x200,4.519288643937823,0.6606728048586564,6.840433889063549,7.895367775853034e-12,朴廷桓,62,3.2177632183662697,2
x344,4.448655841505785,0.6633722564401376,6.706122841764079,1.998634924386273e-11,申眞諝,61,3.1418124963187135,3
x371,4.355013316301991,0.6457755440033005,6.743849866633743,1.5424392361755585e-11,芈昱廷,69,3.0828354946154892,4
x76,4.0461878336227155,0.6443947104607759,6.279051903963457,3.4064386728288467e-10,周睿羊,65,2.776730254014987,5
x142,4.074406834934817,0.6781910954209137,6.00775631299917,1.8810828398391094e-9,崔哲瀚,43,2.738370376955617,6
x282,4.033718502506081,0.6649374803616268,6.066312430324035,1.3088041464157507e-9,楊鼎新,51,2.7237916661936756,7
x286,3.970893834517592,0.654161014338394,6.070208629802983,1.2774418695072489e-9,檀嘯,56,2.682196636270956,8
x190,3.9999127014540727,0.6713457914040662,5.958051353965553,2.552633116914815e-9,時越,45,2.677361492388062,9
x422,3.9661158734027344,0.669114287048591,5.9274117294624675,3.077466775775339e-9,連笑,46,2.64796072791701,10
x375,3.8855482318122396,0.6631187169641082,5.859506197624864,4.6424556120064116e-9,范廷鈺,50,2.5792043593929463,11
x110,4.211256571637918,0.8317091650035162,5.063376416707052,4.1189543129985276e-7,安冬旭,16,2.572789516580991,12
x269,3.8434166028109944,0.6606017219734689,5.818054169355244,5.953660973928827e-9,柁嘉熹,51,2.5420312105232608,13
x437,3.834084596210832,0.6612121838341734,5.798569188453414,6.688310808181769e-9,金志錫,51,2.5314965940575105,14
x113,3.892566686955718,0.703705296261231,5.531529615645682,3.1745025098269185e-8,安成浚,33,2.5062672533210932,15
x378,3.814375117874213,0.6733967191933024,5.66438031127276,1.4755681383041797e-8,范蘊若,41,2.4877835810634075,16
x477,3.73135588316633,0.6475453040071018,5.762308613893381,8.297110422914677e-9,陳耀燁,61,2.4556916342723394,17
x405,3.821952954321746,0.7244673280295685,5.275535288412284,1.3236913555201029e-7,謝爾豪,27,2.394752318103496,18
x81,3.6827358146216675,0.6659970333694981,5.5296579865971704,3.208557242469424e-8,唐韋星,46,2.370721658883756,19
x443,3.8209693926068553,0.7388984148586998,5.171170103724668,2.326326776010309e-7,金明訓,31,2.365339515335217,20
x229,3.77093531494166,0.7272531934938566,5.185175326388601,2.158117443830209e-7,李志賢,26,2.3382465237587624,21
x421,3.6231391370888533,0.653898346513797,5.540829329826737,3.0104251012660165e-8,辜梓豪,53,2.334959394456673,22
