term,estimate,std_error,statistic,p_value,name,n,estimate_for_ranking,Rank
x158,4.702524210787588,0.6956790571210215,6.759617330221756,1.3835667765409902e-11,李世乭,81,3.3320364682591754,1
x138,4.703560015260428,0.7102298456233629,6.622588510247907,3.529625802412964e-11,時越,58,3.3044072193824032,2
x51,4.6914348637401275,0.7098689537961038,6.608874551636824,3.872526925754775e-11,周睿羊,65,3.2929930247618033,3
x193,4.60416787668033,0.6985318544662287,6.591206753482312,4.3626583249558013e-11,柁嘉熹,72,3.228060123381859,4
x41,4.582308537964799,0.7027695837088928,6.5203569479793,7.014027332135311e-11,古力,63,3.1978524580582803,5
x331,4.496298253362714,0.6945324056934408,6.473849479886375,9.553707655189469e-11,陳耀燁,72,3.128069414146636,6
x231,4.489427866032969,0.7225796790316291,6.213055800364482,5.196398560132391e-10,王檄,50,3.06594589834066,7
x129,4.45357175063351,0.716836059158464,6.212817692042194,5.204281796978263e-10,彭立尭,52,3.0414047140913363,8
x107,4.375678925072525,0.6844462630465112,6.39302040396293,1.6264054863611536e-10,崔哲瀚,93,3.0273197868708976,9
x146,4.359404840615719,0.6831360921641794,6.381458820020909,1.754088937210593e-10,朴廷桓,97,3.0136267390522855,10
x267,4.333887676263978,0.6962063653565607,6.225004383641891,4.815425461589621e-10,范廷鈺,68,2.9623611365115536,11
x305,4.325259899241451,0.7054050692399567,6.1315974152294235,8.700103570500033e-10,金志錫,64,2.9356119128387363,12
x288,4.297071274090177,0.7177421220766567,5.986929207467134,2.1383979877760467e-9,連笑,49,2.8831192935991634,13
x203,4.198289675768681,0.6959198271350291,6.032720310689019,1.6122231972280618e-9,檀嘯,67,2.8273276163126737,14
x311,4.170099383702049,0.7378443110774853,5.651733463408276,1.5883775979620572e-8,金昇宰,41,2.7165460908794032,15
x244,4.0852451370743665,0.7016157220350473,5.822624848293094,5.793049400804761e-9,白洪淅,65,2.7030621646653232,16
