term,estimate,std_error,statistic,p_value,name,n,estimate_for_ranking,Rank
x242,3.7939602461729165,0.6085565265280681,6.234359637580733,4.5362985445670647e-10,柯潔,74,2.5951038889126226,1
x195,3.2996903615337807,0.5977886750815402,5.519827489344278,3.393326284262672e-8,李世乭,77,2.1220466716231465,2
x176,3.3008781091254025,0.6033551439633409,5.470870915995637,4.4782939698729676e-8,朴廷桓,74,2.112268475517621,3
x381,3.2706870387018454,0.624511178715068,5.23719534601652,1.6303510669191484e-7,連笑,51,2.0404000166331615,4
x184,3.2064726889001545,0.6305385983653813,5.0852916811320785,3.670615205844908e-7,朴永訓,50,1.9643116501203532,5
x15,3.41030809977107,0.8045674038191772,4.238685389916096,2.2483247485639114e-5,井山裕太,44,1.825310314247291,6
x464,3.0167793980515065,0.6064888103559104,4.97417157009236,6.552725533103414e-7,黄雲嵩,64,1.8219964416503631,7
x64,3.021383528912936,0.6131431859331761,4.927696496071349,8.320472983153228e-7,周睿羊,56,1.813491452624579,8
x91,3.021786574943204,0.618601859409749,4.884865004813435,1.0349974106032977e-6,姜東潤,55,1.8031409119059982,9
x337,2.92126752413982,0.6151739992723814,4.748684969772864,2.04743578904602e-6,芈昱廷,51,1.7093747455732287,10
x380,2.9255962885962314,0.6313563373341688,4.633827389694436,3.589663366058171e-6,辜梓豪,47,1.6818243040479188,11
x431,2.811934682638205,0.6147419211817914,4.574171023236042,4.781091899033836e-6,陳耀燁,50,1.600893097910076,12
x167,2.7902678105567023,0.6077456806598452,4.591176703267124,4.407539706248485e-6,時越,58,1.593008819656807,13
x52,2.959777340563896,0.7336223099309885,4.034470190583927,5.472563671949757e-5,古霊益,20,1.5145413899998488,14
x397,2.6839181854679417,0.6036865456244214,4.445880407508236,8.753263650492186e-6,金志錫,63,1.4946556905878317,15
x68,2.6498351489837964,0.6117262074036696,4.331733898128068,1.4793967481257973e-5,唐韋星,52,1.4447345203985673,16
x434,2.65578484477684,0.6173759644801026,4.301730222058934,1.6946956940205144e-5,陶欣然,51,1.4395541947510382,17
x241,2.6136863704356386,0.6137716782024257,4.25840172047435,2.058937028829823e-5,柁嘉熹,51,1.4045561643768598,18
x304,2.6036967198532768,0.6190745775711057,4.205788469086701,2.6017349576333797e-5,申眞諝,52,1.3841198020381984,19
