name,ping,n
申眞諝,10.556551953601467,76
柯潔,10.273832223118564,36
辜梓豪,9.17980709663955,29
朴廷桓,9.064605112750186,70
連笑,8.998510660591364,32
曹瀟陽,8.927536484016136,8
申旻埈,8.87207898202557,54
謝科,8.791856383473585,23
范廷鈺,8.791757822559914,37
李泰賢,8.781331361265073,7
王昊洋,8.768780487786662,5
趙晨宇,8.715250549429962,31
楊鼎新,8.674497889499339,35
韓相朝,8.505432734510944,5
戎毅,8.453628815377405,7
陳賢,8.399906413726011,12
謝爾豪,8.386726192469418,22
卞相壹,8.35174319303933,48
李維清,8.346484553774584,26
姜東潤,8.338812154004948,44
陳浩,8.298939869525778,5
柁嘉熹,8.27091683024058,23
劉宇航,8.250414237290865,7
丁浩,8.242977386203004,22
井山裕太,8.213755443306676,51
李志賢,8.166473704391585,22
芈昱廷,8.162067778057075,33
一力遼,8.159422290959958,49
范蘊若,8.128641066110138,8
李軒豪,8.12241094329383,24
屠暁宇,8.096710395149636,13
金昌勲,8.070654827031897,15
姜知勲,8.068755670465778,5
何語涵,8.054554271688572,11
陶欣然,8.046936981690626,18
李東勲,8.03183004638987,45
江維傑,8.017120210708095,24
金志錫,8.014836122268049,42
許嘉陽,7.977051103574975,13
唐韋星,7.933490707470475,19
伊淩濤,7.872561335393618,18
陳耀燁,7.862104103217697,16
廖元赫,7.811774052372842,25
崔哲瀚,7.7869500433186225,25
王星昊,7.77817727968856,20
羅玄,7.768964175798204,37
陳時暎,7.7491749299863155,12
芝野虎丸,7.745868438541975,46
童夢成,7.699257642250555,18
偰玹準,7.688716520923265,24
范胤,7.668938746040821,18
韓昇周,7.668564574024543,21
時越,7.663907089279344,23
陳梓健,7.65353165941693,10
李映九,7.643467166551845,29
溝上知親,7.641489321257644,6
許皓鋐,7.628910509704711,74
彭立尭,7.624409632137306,14
金眞輝,7.567050107492167,3
檀嘯,7.564904946683132,21
朴永訓,7.550876589582359,34
張豊猷,7.508215251353846,7
洪基杓,7.506212370858144,27
楊楷文,7.500085879844324,6
李欽誠,7.4971876489088345,18
韓一洲,7.466547439510543,6
文敏鍾,7.456098694824345,18
沈載益,7.4550970114850434,12
李昌錫,7.428657234612036,33
安成浚,7.427702286376452,14
蒋其潤,7.421036634894566,8
余正麒,7.418433498006111,27
張涛,7.4136302857781615,8
鄔光亜,7.347696227843371,11
朴進率,7.336697574310519,20
趙漢乗,7.2996025443711225,25
元晟溱,7.289192562259899,19
廖行文,7.2828826987431725,9
洪旼杓,7.2673197532308755,2
国宇征,7.265591433616228,3
白現宇,7.261894025218803,13
洪性志,7.222896128755015,16
白洪淅,7.2043303839545825,23
大西竜平,7.197146677180537,22
宋知勲,7.193739870690026,20
崔顕宰,7.1866614598176,3
許家元,7.185388336154847,50
朴鍵昊,7.159081843880171,34
文儒彬,7.108046933415643,20
周睿羊,7.083333069409208,15
姜昇旼,7.073679079707646,21
梁寓晳,7.073014318678621,2
崔明勲,7.04347580193068,2
朴承華,7.035319870194935,26
王世一,7.021738525182678,7
柳秀沆,6.999669350937049,8
朴河旼,6.978366307531234,21
河野臨,6.976549612340696,40
孟泰齢,6.974260529994249,8
金秀俊,6.963626648518396,4
金炯佑,6.945746766407681,5
山下敬吾,6.9400166893150566,39
依田紀基,6.9279813555386855,15
朴常鎭,6.92166906357261,23
黄雲嵩,6.907133334216016,14
朴鐘勲,6.905403479998257,17
平田智也,6.86539971880067,14
党毅飛,6.853246426111563,17
金相天,6.846426097957493,20
高尾紳路,6.830751628910905,19
呉長煜,6.815200449521388,11
安正己,6.802906868373469,18
許映皓,6.796711285226723,14
李昊承,6.777291252641049,24
崔精,6.760939829250176,69
王元均,6.752045563565242,81
孫騰宇,6.722166092452068,5
村川大介,6.717285696107468,46
黄明宇,6.702498192773514,10
金基範,6.694534425529225,11
崔宰栄,6.691072826518627,21
金成進,6.6910344893025835,9
夏晨琨,6.667053166471927,8
金明訓,6.666775369602594,24
韓熊熙,6.648638851956578,20
林君諺,6.5818898384769655,73
尹燦熙,6.579977591815888,20
大淵浩太郎,6.556966903222694,3
陶然,6.543139246231141,5
大川拓也,6.533716763802067,6
崔光戸,6.492903741154692,21
孫喆,6.47074121930208,17
張強,6.470559616484137,3
瀬戸大樹,6.469742809962795,16
尹畯相,6.432283592418241,22
古力,6.4215851561943325,5
羽根直樹,6.404009990997538,28
於之瑩,6.398332957082004,13
康又赫,6.366574004283646,17
白賛僖,6.360189104808764,5
陳正勲,6.353288650547759,8
羅楚玥,6.339148626785745,10
六浦雄太,6.329129372393291,16
朴鎭鍈,6.306493608188649,6
金世東,6.304436774973407,17
賴均輔,6.30371408361188,96
寺山怜,6.293561934792693,7
姜昌培,6.291760967410367,13
梁洧準,6.288315215033448,6
李成森,6.286830873963127,6
張栩,6.281619008621566,32
焦士維,6.270614041950309,3
陳祈睿,6.263082694988978,102
李元道,6.2572570650186705,17
成家業,6.23843600859164,8
朴埈奭,6.227704737547783,11
汪雨博,6.2265415361722205,7
安斎伸彰,6.224348701981153,13
佐田篤史,6.220762050859238,26
申潤昊,6.215963463804917,3
本木克弥,6.2133202211150005,19
陸敏全,6.185563869921031,18
呂洵鋒,6.165872255498475,2
金桐熙,6.152268099871006,8
高根台,6.140207174272248,2
李春揆,6.1380809808748005,15
朴炫洙,6.112649821489926,21
簡靖庭,6.093953655710975,66
林立祥,6.088582045359798,69
秋山次郎,6.082511437664338,10
李翔宇,6.078139084427097,4
王沢錦,6.077736311803338,3
金旻奭,6.043056165059831,13
胡耀宇,6.0307549454410365,9
三村智保,6.029860831789143,7
王銘琬,6.015380093556715,17
栗田佳樹,6.010453845411042,9
趙善津,6.001257632352802,13
胡子豪,5.999140352792786,3
紀祥,5.997474919865992,2
大場惇也,5.994716987443701,5
金明完,5.992360220587498,2
韓尚勲,5.97501824744758,22
望月研一,5.967677533842611,6
安祚永,5.9580903720279315,22
洪爽義,5.9480182229382015,11
関航太郎,5.944469484866096,14
琴沚玗,5.928179119833701,8
大竹英雄,5.884136589472139,5
崔原踊,5.87870579316691,11
金彩瑛,5.8363927523532375,37
周俊勲,5.826145392611102,7
李昌鎬,5.809107501414709,18
李維,5.785620175009894,94
伊田篤史,5.777270251756811,20
王晨星,5.7745384246574405,15
儲可児,5.760455571097608,2
芮廼偉,5.750394167513444,12
賈罡璐,5.743039813185162,2
温昭珍,5.734718254544851,10
金承俊,5.72606341360875,4
朴材根,5.719753787882714,3
李賢虎,5.719334655039926,13
韓鐘振,5.709144649739093,8
金炅奐,5.698805436169163,8
富士田明彦,5.697342504469141,12
西健伸,5.691236695677471,12
林漢傑,5.687924263966171,17
大竹優,5.676628302604888,10
広瀬優一,5.674766228195514,9
陳豪鑫,5.663282878714391,9
鶴山淳志,5.644321860880743,13
曹又尹,5.636251065886228,6
韓雄奎,5.619570833207815,17
申載元,5.602410191689904,4
唐奕,5.599110607479574,5
李聖宰,5.5985845955521825,2
趙治勲,5.59423375582451,25
楊博崴,5.582337635419211,43
黄静遠,5.524333144992434,7
藤沢里菜,5.480862239559623,34
陳詩淵,5.461007098799088,57
朴永龍,5.4517258079603375,15
蕭正浩,5.446792495314945,52
閔詳然,5.4464209590801325,12
横塚力,5.431515193000863,14
傅健恒,5.421093402822589,2
呉依銘,5.417059719751635,12
小池芳弘,5.391729400337594,14
周泓余,5.373787698120571,20
近藤登志希,5.356964460609522,3
武井太心,5.31837107386451,3
金起用,5.312832610117839,10
柳澤理志,5.300141617165486,3
全勇洙,5.296679854479641,12
稲葉貴宇,5.285332600913162,3
李尚憲,5.256660908844541,12
金庭賢,5.2502325802016125,3
柳時熏,5.244971365016713,11
呉侑珍,5.223780605495629,45
村本渉,5.220579317717161,5
尭瀟童,5.2131953998401235,5
安達利昌,5.191653132273626,19
盧奕銓,5.190913092900491,74
大橋拓文,5.1818357485930076,10
河野光樹,5.1804982686397585,2
林士勛,5.175132853849039,60
韓宇進,5.174185650112906,14
山田規三生,5.168904545648697,16
大矢浩一,5.160383262933875,2
王立誠,5.1328337948848946,10
鶴田和志,5.120447494146377,5
徐靖恩,5.117222103441401,67
金希洙,5.107444088751475,7
志田達哉,5.103075987752298,19
魯佳,5.091729627537674,7
大西研也,5.0650740795369655,8
宋泰坤,5.060631307287356,8
王碩,5.05822395543561,2
楊嘉源,5.051036891012926,3
王爽,5.037448228005147,14
大関稔,5.020201776304514,2
尹赫,5.017055222964217,9
李赫,5.01542926841929,20
谷宛珊,5.01046871689358,3
鈴木伸二,5.000111752906995,9
蘇耀国,4.999434488012953,14
渡辺寛大,4.993906333157908,7
文鐘皓,4.964768353447289,4
黄翊祖,4.963683612750531,10
上野愛咲美,4.936282662757708,29
金宣圻,4.9231909508903255,13
潘善琪,4.917897029161189,5
謝赫,4.912699844197987,6
闇雲翼,4.909793275240605,3
朴貞根,4.908136131570391,3
結城聡,4.901114235262708,20
蔡丞韋,4.894062728691676,51
石豫来,4.893567422345668,2
金顕燦,4.891324696030089,15
金恵敏,4.870903008729491,34
三浦太郎,4.854442410905653,5
長徳徹志,4.828963040954864,5
孔令文,4.8279241448182555,2
桒原駿,4.826452481725415,5
桑原陽子,4.815833812190258,3
鄭誓儁,4.813047188159844,11
外柳是聞,4.811578628375579,5
玄釉斌,4.793652218636993,26
劉裁豪,4.788282250829685,12
姚智騰,4.787218644010204,5
内田修平,4.780629254853137,6
丁勲鉉,4.7739104417410605,11
朴東柱,4.77036320992112,8
権周利,4.74516793276164,19
李沇,4.742973384444712,13
湯川光久,4.737435474769946,4
尹渠,4.7314836108647045,4
鄭宇津,4.71800227754255,9
淡路修三,4.70898240673534,3
金栄桓,4.6857279197262205,4
呉秉祐,4.673867495244825,13
金恩持,4.655815503137741,25
古霊益,4.6471772697085845,9
牛詩特,4.646547896281173,62
星合志保,4.638161175356656,9
田中康湧,4.637498676319045,15
趙恵連,4.633487478181629,27
朴志娟,4.627192271232989,22
柳珠儇,4.619593715289223,4
唐嘉雯,4.603750807617318,14
劉昌赫,4.598709588599999,21
中小野田智己,4.581747412636013,2
中野泰宏,4.579652586037701,11
林書陽,4.575802235093801,38
戦鷹,4.567296710209035,2
向井千瑛,4.562122927791383,15
李玟眞,4.548530416613522,17
陳禧,4.518905825530967,41
朴柱民,4.47883947059122,4
釼持丈,4.477023219452315,2
方若曦,4.453165058728873,17
宋圭相,4.438487101222148,12
潘陽,4.435030588895884,16
後藤俊午,4.429773475900319,3
福岡航太朗,4.42975509666591,14
鈴木歩,4.409683279000706,17
曺承亜,4.405459149111777,23
詹宜典,4.385702149595177,5
姜旼侯,4.371397876748721,7
頼宥丞,4.362979736720403,3
井口豊秀,4.352392075848135,3
陳一純,4.341418188738,6
権孝珍,4.3299254366190985,17
小林覚,4.317241892442257,12
金制拏,4.294840128931197,4
片岡聡,4.281498738691367,12
李思璇,4.240319997920118,4
大谷直輝,4.2372039657474545,3
藤井浩貴,4.227212120389459,8
呉政娥,4.223419626880359,21
畠中星信,4.2197988302147875,2
許育祺,4.21323205059589,39
謝依旻,4.208610546671733,19
青木裕孝,4.183899390736206,2
久保勝昭,4.165223550367098,5
柳昌柱,4.156934151242036,11
陳威廷,4.14154627753348,57
仲邑信也,4.111798128389082,4
小県真樹,4.096417836734638,9
金栄光,4.094943160171309,2
高星,4.094545964392313,12
林子元,4.090854823161349,6
彦坂直人,4.082491348760981,10
陳首廉,4.07109857125399,33
飛田早紀,4.06752424528027,2
林新為,4.0431677572023865,26
陳一鳴,4.04286380553218,15
今村俊也,4.033446826136568,10
白大鉉,4.029650942638123,4
藤井秀哉,4.012939518735561,9
吉田美香,3.962938911518167,4
青木喜久代,3.9322595139768297,6
横田茂昭,3.9171520235468273,4
金多瑛,3.9165638997348062,23
李映周,3.8910533407302976,24
金東佑,3.8874060400962898,8
林柏宇,3.8829492151193383,10
金京垠,3.8609085342101044,18
新谷洋佑,3.8586297387329838,4
宋慧領,3.8518723364199974,24
蔡碧涵,3.8366703854848634,6
森田道博,3.8358294501429855,3
曾品傑,3.8281680685432162,33
徐奉洙,3.8191823547181167,32
金美里,3.80681732483269,19
黄世元,3.7958290712550755,46
陳彦儒,3.790670419711521,4
林世民,3.767953621380222,17
伊了,3.7675348860259934,2
許瑞玹,3.761124761340363,28
張子涵,3.741397925045742,5
李沂修,3.7358274048808013,6
加藤朋子,3.732388165908653,2
呉柏毅,3.7003971749122493,9
張瑞傑,3.698067869271406,9
小山空也,3.6874326385184264,6
林海峰,3.669447408300209,4
酒井佑規,3.666182355501327,5
陳鋒,3.632218545817713,15
李承俊,3.581142279606656,4
原正和,3.5788248479065525,7
佐藤優太,3.563656203780516,7
渡辺由宇,3.554813704181861,3
林傑漢,3.539286680787772,37
林彦丞,3.532199048642452,45
谷口徹,3.5290170263222698,10
楊子萱,3.514731201877078,58
古谷裕,3.5098090796317036,4
牛栄子,3.4968873660532585,21
中野寛也,3.4958758805253707,4
劉慧玲,3.473407098492986,4
黄偉,3.464849871736706,30
張哲豪,3.4448597474714497,23
髙嶋湧吾,3.439927764173125,6
金裕撰,3.422347894641501,8
金恩善,3.416697858936651,7
李裕眞,3.411553090780608,20
楊孟允,3.3905736952195054,7
文智煥,3.389699091581431,13
朴鋕恩,3.3827951788439052,21
朴泰姬,3.3681360062139745,16
陳冠維,3.3648336547348845,5
盧鈺樺,3.3454973564351165,30
張嘉桓,3.2941335446539304,39
王智弘,3.252435032080894,11
沼舘沙輝哉,3.2391958578027245,5
阿部良希,3.2325021944297916,5
崔殷奎,3.223287113624444,8
林聖弈,3.218323935005748,17
姜智洙,3.2135839899959833,9
武井孝志,3.1772205425984166,3
羽根泰正,3.1734802168057383,2
金秀眞,3.172736426768359,11
林宇翔,3.1712959033469965,22
周尹南,3.16050908726676,24
倉橋正行,3.1472328768496998,4
尹睿成,3.122963121496703,7
首藤瞬,3.1004070005379627,4
金鐘秀,3.1002099830649263,23
大垣雄作,3.055126186034827,3
朴隻玹,3.031203128003823,4
工藤紀夫,3.0169065307467062,4
國澤大斗,2.9829493191317815,4
姜多情,2.975592424615754,16
李小渓,2.946149054103927,11
小林泉美,2.9026534399946518,6
趙完圭,2.886296061367955,4
内海晃希,2.8847079447186252,5
岩丸平,2.845145745406366,2
彭鐏徳,2.7938676509753804,13
黄彦誠,2.7696576997172366,23
金秀壮,2.7658791541882914,28
清成哲也,2.7634167006387242,6
劉耀文,2.7460323897418064,17
夏大銘,2.726223907909173,4
葉紘源,2.7183435461558694,9
徐能旭,2.7089804100637345,26
兪俐均,2.695152291911557,38
黄道隆,2.6913058003951176,4
陳劭全,2.6372411642127083,30
石田芳夫,2.628872881448799,8
劉建昌,2.5777823773671105,13
黒嘉嘉,2.577052580960463,11
張兮領,2.5624588525168224,8
崔珪昞,2.539679176736211,20
宮本千春,2.538448933592364,3
李度弦,2.48924225924928,7
金基憲,2.4852194127915417,29
朴勝文,2.467140237854717,20
施景尭,2.4431631944368903,17
茅野直彦,2.4022361511940624,4
岩田紗絵加,2.370280677908803,9
金東燁,2.3673581000172255,23
水野弘美,2.3281077048456984,2
金日煥,2.320709821178434,23
姜勲,2.288377499978851,31
小西和子,2.2859347756001407,6
森智咲,2.2716018790025334,9
武宮正樹,2.2696403837933583,8
王景怡,2.24775476866742,3
黄宥騰,2.233968154927385,36
石榑郁郎,2.229096194807008,2
万波奈穂,2.192981400478394,3
荘承濬,2.189517355704656,17
黄祥任,2.1775326749485044,13
林修平,2.16480832089153,17
大須賀聖良,2.1628719374963117,9
金相仁,2.1425544617730505,7
黄袖圃,2.1324387537581244,23
丁少傑,2.1169981541934337,24
鄭有珍,2.1021149134495274,11
朴昭律,2.0866540011473362,8
張凱馨,2.0858267559783177,19
豊田裕仁,2.0724317336090974,6
朴映璨,2.04701670442984,25
周平強,2.0391971122787784,17
車敏洙,2.0292240427770643,20
小林光一,1.991838561472674,7
白昕卉,1.9807004827869612,40
劉川霆,1.9329908471451331,15
呉圭喆,1.9303537141159752,18
奥田あや,1.8154398100399927,4
彭景華,1.8118339189332477,11
八幡直樹,1.7464864440745045,5
神田英,1.7009112262761483,3
安官旭,1.662900977405253,22
陳逸達,1.571488013844074,11
金哲中,1.451254665651141,19
陳義翔,1.4512414170850778,14
羅錘勲,1.387251768377842,7
仲邑菫,1.3730494857464879,28
白成豪,1.3045986747138345,21
金東勉,1.2965851765071557,21
鄭大相,1.2289596422231692,19
高昀,1.2074762514679493,12
今分太郎,1.1634809287200745,4
趙大賢,1.1067089016176386,26
張正平,1.0879224334986146,4
小山栄美,1.0536620112075985,6
金宗俊,0.9613756057423405,23
平岡聡,0.9586020449958497,2
文明根,0.9151632178804741,4
姜晩寓,0.7763710129232219,13
党希昀,0.5935444866577406,17
戴嘉伸,0.5591174159284679,11
張秀英,0.44240811039934563,25
辰己茜,0.34773690873132185,4
周可平,0.275614025557248,10
陳國興,0.16282262502582778,9
矢代久美子,0.037646531482530124,5
盧永夏,-0.11846925432805505,13
林鈺娗,-0.4335629647119655,29
舒敬雯,-0.4845210080908384,12
劉一芳,-0.48514752233679476,23
