name,ping,n
申眞諝,10.235266260403149,76
芈昱廷,9.883748527300991,37
謝科,9.770866189973605,19
丁浩,9.75101587867824,24
連笑,9.61965186179956,23
范廷鈺,9.579951463044635,31
孟泰齢,9.547811385284625,5
柯潔,9.54169693858802,34
楊鼎新,9.502245910642491,39
童夢成,9.197462058858797,22
朴廷桓,9.159532066648245,72
彭立尭,9.149984361956788,14
謝爾豪,9.149846524680047,13
王瑋,9.144231809419251,3
范蘊若,9.103263413224301,23
江維傑,9.05783184370226,27
辜梓豪,8.99880166101407,19
黄雲嵩,8.991859872582204,19
王昊洋,8.932529071705146,5
蒋其潤,8.925887135552886,8
屠暁宇,8.91851347364497,18
申旻埈,8.893148716187754,66
夏晨琨,8.865048381548737,7
廖元赫,8.832082439991048,32
趙炎,8.824882475975118,2
柁嘉熹,8.766766950145973,31
王星昊,8.745209605924336,29
許嘉陽,8.732365093735664,22
唐韋星,8.696525461283194,24
卞相壹,8.648796485391703,58
胡耀宇,8.633924949504536,9
趙晨宇,8.615344055528093,31
文敏鍾,8.589873064778802,12
安成浚,8.543670680942274,8
姜東潤,8.54296512059278,44
檀嘯,8.539678545072835,20
范胤,8.502639665721594,14
李軒豪,8.500734652830763,23
李維清,8.490165322729876,23
蔡競,8.43561016537558,12
劉宇航,8.40050044660873,13
芝野虎丸,8.37530099936932,51
時越,8.371323526170498,29
陳賢,8.371226607481871,20
陶欣然,8.352959258103866,14
李東勲,8.334123873275074,44
金志錫,8.312926545931576,52
李喆,8.274633505533993,2
李志賢,8.243678451879505,36
井山裕太,8.216293298171083,43
党毅飛,8.200597455547614,17
平田智也,8.189565299915767,12
陳耀燁,8.17804039110908,23
一力遼,8.13357387131552,53
鄔光亜,8.094505891211599,13
張涛,8.072249636594307,10
李成森,8.069813476180068,8
李欽誠,8.051045890419378,24
朴永訓,8.042276940620154,41
柳琪峰,7.95124224414724,2
陳浩,7.932171706472222,6
許皓鋐,7.928897640958304,71
崔哲瀚,7.903000350012832,29
王世一,7.837213944380442,8
韓昇周,7.818908004607906,23
洪性志,7.809053129168478,22
白洪淅,7.7833310020242825,22
孫喆,7.769266994199227,18
羅玄,7.7555942119647,36
白現宇,7.733398781188065,15
洪旼杓,7.706510484576803,2
イリア・シクシン,7.691606026927368,2
朴承華,7.6871324271018935,20
伊淩濤,7.6498132641356165,13
孫騰宇,7.633470733812941,4
沈沛然,7.631794988523208,15
陳時暎,7.627379775552074,17
許瀚文,7.609919530614992,2
偰玹準,7.595173024246594,22
申潤昊,7.582210063255052,2
湯靖軒,7.578408081112911,6
朴鍵昊,7.567114529078879,42
富士田明彦,7.560197300473793,14
洪基杓,7.520635194403074,31
宋知勲,7.481737248788786,34
戎毅,7.4530419771788265,8
趙漢乗,7.435389140214297,26
許家元,7.428414637836474,49
古力,7.422970198982199,11
周睿羊,7.416266634983862,13
金昌勲,7.41091176229059,22
崔明勲,7.404295777837576,2
許映皓,7.378835239799247,19
文儒彬,7.360392661975258,23
韓相朝,7.35896935504965,3
李昌錫,7.333401178526496,33
朴進率,7.322818372257235,20
韓熊熙,7.321960334185248,23
姜昇旼,7.3192261612825185,23
朴河旼,7.301743772683583,27
李翔宇,7.282977311137089,6
呂立言,7.273480896711823,9
沈載益,7.2679625883145,16
陳豪鑫,7.267000325123454,11
朴常鎭,7.264264993824465,23
白賛僖,7.2442921414871675,4
金明訓,7.2209747925200425,34
尹畯相,7.217796487836938,23
成家業,7.201753717095876,4
崔宰栄,7.179822585751535,21
梁寓晳,7.174071934924591,2
河野臨,7.168802044689567,40
王元均,7.147150915988671,74
瀬戸大樹,7.145288331098333,19
六浦雄太,7.144846360103576,14
大西竜平,7.128159250750993,19
溝上知親,7.069909530144714,9
李映九,7.069648692579226,31
安正己,7.067553005168776,22
韓一洲,7.065780205951315,13
李炫準,7.043480373795034,3
元晟溱,7.04123431857172,31
余正麒,7.037086514104801,22
崔精,7.026738802405759,75
金眞輝,7.0204123538363685,4
楊潤東,6.991751430843608,3
陳玉儂,6.96737136385858,8
毛睿龍,6.9317805926762865,4
古霊益,6.915940511048023,11
金相天,6.912754731601308,25
黄翊祖,6.89272848414901,17
廖行文,6.88954938842784,2
呂洵鋒,6.8749601720884055,2
朴鐘勲,6.874640148115961,22
