name,ping,n
申眞諝,10.172712136913546,79
芈昱廷,9.834282731348331,40
謝科,9.688856047410269,21
丁浩,9.677943605703074,26
柯潔,9.64858324691132,37
連笑,9.574019252947311,27
楊鼎新,9.506184512889067,41
范廷鈺,9.503518671895351,32
朴廷桓,9.363134791345539,77
江維傑,9.332883983700544,30
謝爾豪,9.272917402188034,15
彭立尭,9.247752723828263,15
范蘊若,9.225604476455858,25
童夢成,9.182734182083765,24
王瑋,9.122409024354718,3
楊楷文,9.080673168182157,2
夏晨琨,9.061856073397541,9
辜梓豪,9.03739110735023,21
黄雲嵩,8.974868569931456,19
蒋其潤,8.96433384014066,8
孫騰宇,8.941756564499405,6
柁嘉熹,8.894423208406602,34
申旻埈,8.879327799852952,68
王星昊,8.790030417616338,30
王昊洋,8.789915018265681,5
趙炎,8.789907477427242,2
屠暁宇,8.735282025847827,19
胡耀宇,8.715745602510303,11
李維清,8.697513380558357,25
許嘉陽,8.686661842661701,24
時越,8.681587246457992,32
卞相壹,8.672903155553241,60
孟泰齢,8.664525611318313,7
廖元赫,8.65007364143398,35
趙晨宇,8.636667532988776,32
檀嘯,8.616046303301284,22
姜東潤,8.612657756148833,45
唐韋星,8.587327084434898,27
文敏鍾,8.544674806051122,10
劉宇航,8.48343645972341,13
陶欣然,8.39953479017368,16
陳賢,8.378042011979376,22
李軒豪,8.369061101078383,25
安成浚,8.363588123355868,7
范胤,8.337427242071962,16
金志錫,8.318274475498665,54
李喆,8.312635604654128,2
芝野虎丸,8.269089885068208,52
蔡競,8.263663951794218,14
党毅飛,8.258202357684986,19
陳耀燁,8.247229193458942,26
陳浩,8.233025379844166,8
李志賢,8.231694759892484,36
李東勲,8.193465023625603,47
白現宇,8.1681976793088,12
鄔光亜,8.145805767276173,14
張涛,8.134586907027373,12
一力遼,8.131225599227967,51
李欽誠,8.125610011792068,26
柳琪峰,8.085787789063959,2
朴永訓,8.080401722214848,44
平田智也,8.076928779491586,10
李成森,8.076296294017782,8
井山裕太,8.067249703986688,42
王世一,7.96945471618201,10
許皓鋐,7.909116846770144,71
崔哲瀚,7.902522680687288,29
洪性志,7.797579548758413,22
イリア・シクシン,7.772398619089672,2
白洪淅,7.763916100609585,22
沈沛然,7.76082491737956,17
孫喆,7.753124241750017,18
羅玄,7.751948786416594,36
戎毅,7.7454313250699425,10
韓昇周,7.7330800331267,24
許瀚文,7.696478512580908,2
洪旼杓,7.6939664436511395,2
崔明勲,7.666261869212891,2
朴承華,7.664765686821965,20
周睿羊,7.625530670360544,15
陳時暎,7.596947826171239,17
偰玹準,7.587518092104226,22
湯靖軒,7.581267589397196,6
毛睿龍,7.5497552719003895,6
朴鍵昊,7.5441438606966,42
富士田明彦,7.538592078585407,14
許家元,7.4930722827032294,50
申潤昊,7.47258945357659,2
宋知勲,7.466356671425152,34
洪基杓,7.458197606268355,30
趙漢乗,7.432075474088249,26
金昌勲,7.409681856888365,22
古力,7.407570666884587,11
六浦雄太,7.403783841080367,13
許映皓,7.384593892938805,19
伊淩濤,7.376599556644974,15
呂立言,7.358571889628173,9
朴河旼,7.348805314105285,26
韓相朝,7.347598033172529,3
李昌錫,7.330801713697239,33
朴進率,7.320650749063087,20
姜昇旼,7.3165663146170745,23
韓熊熙,7.281292706797291,23
瀬戸大樹,7.269983588251856,18
沈載益,7.265284682676995,16
朴常鎭,7.256372579373246,23
成家業,7.2359079031634455,4
白賛僖,7.232895460952623,4
金明訓,7.227789330713824,34
尹畯相,7.219435591457971,23
陳豪鑫,7.195516406831197,11
王沢錦,7.183772537986517,10
梁寓晳,7.170582873426286,2
文儒彬,7.148123822832855,20
崔宰栄,7.147204668340562,21
余正麒,7.1379555705805275,23
大西竜平,7.137424604355041,19
王元均,7.1161361970130725,74
崔精,7.101128594198341,74
李映九,7.0698687432430285,31
安正己,7.061752576926054,22
河野臨,7.0610162704250925,40
元晟溱,7.032386725891929,31
溝上知親,7.008105606862454,9
李炫準,6.9967502157774035,3
楊潤東,6.987740671461032,3
廖行文,6.950346508244262,2
金眞輝,6.930866590976177,4
黄翊祖,6.914704031986626,17
金相天,6.909090282334749,25
陳玉儂,6.905275233260701,8
韓一洲,6.891284108380985,15
金炯佑,6.883090936412162,5
朴鐘勲,6.880744010529847,22
三村智保,6.85542593032067,12
何語涵,6.838691582696587,16
鄭宇津,6.834882419934071,4
李翔宇,6.799196240552335,8
李昊承,6.7910856127371675,31
呂洵鋒,6.755741495438766,2
梁洧準,6.714509549607006,6
張栩,6.705356485070907,29
佐田篤史,6.696732604955172,22
謝赫,6.667622657505672,4
李雨昂,6.6640559671954245,7
劉兆哲,6.647290240155113,4
