name,ping,n
申眞諝,10.558810119428296,77
柯潔,9.814446315497241,40
范廷鈺,9.592159773770602,38
朴廷桓,9.536920203471267,79
丁浩,9.387727674170945,29
芈昱廷,9.364263759797536,44
王瑋,9.305044627443317,3
謝科,9.126717956957291,25
連笑,9.002190993140204,29
楊鼎新,8.983104558193922,39
江維傑,8.95444499480524,31
柁嘉熹,8.892765494688504,35
辜梓豪,8.852839625262312,21
范蘊若,8.849468327724574,22
申旻埈,8.828950224948722,68
童夢成,8.809255148436584,28
謝爾豪,8.755156811940465,18
李維清,8.742843737084515,30
文敏鍾,8.735575865821657,15
許嘉陽,8.715478935405455,27
王昊洋,8.669112291792372,5
趙炎,8.596979969070079,2
姜東潤,8.578827054401188,46
李欽誠,8.522606685367116,28
趙晨宇,8.516412384921415,36
卞相壹,8.513843029745097,57
彭立尭,8.48916153439417,17
柳琪峰,8.459927048630323,2
楊楷文,8.431644757662148,8
姜知勲,8.425465544891548,3
曹瀟陽,8.41933355621157,10
蒋其潤,8.403359114496563,14
李東勲,8.349917679143386,52
井山裕太,8.328310191373678,44
屠暁宇,8.321630896361803,22
劉宇航,8.32126385342884,13
張涛,8.312914480537186,15
陶欣然,8.280212724878627,17
金志錫,8.247073077160051,57
夏晨琨,8.24360368741518,13
芝野虎丸,8.223663287533208,52
李志賢,8.208726178170588,36
廖元赫,8.204049678326404,34
陳賢,8.20236209712,26
檀嘯,8.201521663144108,26
黄雲嵩,8.18361167537154,22
時越,8.15256763918759,34
戎毅,8.069500740210465,13
陳浩,8.059982805924019,9
毛睿龍,8.048672239647168,2
唐韋星,8.042029958325173,24
伊淩濤,8.000151344901306,19
一力遼,7.97210671032227,52
何語涵,7.9654090906307315,20
李軒豪,7.953315153477538,30
蔡競,7.944476476057721,15
王世一,7.922820226599703,14
朴永訓,7.913292716384032,41
崔哲瀚,7.903422937087688,29
孟泰齢,7.8974982121209685,9
許皓鋐,7.883646025497798,79
陳耀燁,7.87594339822074,26
イリア・シクシン,7.870896514886956,2
羅玄,7.845949078114966,42
王星昊,7.839878492563157,34
許瀚文,7.796186812343076,2
孫喆,7.774150540590128,17
古力,7.749730395732206,9
白現宇,7.741641683278076,16
安成浚,7.698312265329321,11
白洪淅,7.696560393774956,24
韓昇周,7.690749822887778,26
洪性志,7.67104389480728,23
党毅飛,7.665637575322869,21
廖行文,7.661309282674605,9
陳時暎,7.651417304877737,17
平田智也,7.650988029350364,11
趙漢乗,7.613107647203941,28
偰玹準,7.6119723268822534,25
李成森,7.601800153027664,15
朴承華,7.598951750144317,23
鄔光亜,7.585308072458515,16
洪旼杓,7.582995846793455,2
瀬戸大樹,7.561534206086468,17
