name,ping,n
申眞諝,10.256513111014378,84
柯潔,9.710633598976335,54
元晟溱,9.519122204019189,25
李志賢,9.218873763606013,8
朴廷桓,9.194353876536985,78
連笑,8.80015985435498,49
辜梓豪,8.777915293863671,47
卞相壹,8.697656926501779,59
謝爾豪,8.66781974557397,34
陶欣然,8.655841592042108,32
丁浩,8.648321845466874,30
楊鼎新,8.617237983517459,49
江維傑,8.608150996861735,35
李維清,8.521449303351229,30
李昌錫,8.456548776749191,44
范廷鈺,8.451144173541959,46
李軒豪,8.393917315257987,36
陳賢,8.391580224803425,22
許嘉陽,8.388757458582132,35
唐韋星,8.365999298685784,36
謝科,8.354818080706218,36
金志錫,8.34641186667351,56
王昊洋,8.33406664625555,3
常昊,8.301427474729781,6
柁嘉熹,8.299045928593234,34
毛睿龍,8.260847710656247,3
姜東潤,8.204196275123714,58
偰玹準,8.105625974354899,43
芈昱廷,8.103450869008412,43
李東勲,8.090516437190377,46
楊楷文,8.087623781130448,18
申旻埈,8.084439816641996,61
姜知勲,8.061556380074252,9
洪基杓,8.051472805117688,13
屠暁宇,8.009739908456776,25
范蘊若,8.009484314722712,4
朴珉奎,7.975035889209469,7
金庭賢,7.974375277987471,21
一力遼,7.944595178930069,54
陳玉儂,7.924180123999097,5
安成浚,7.915808072860386,29
李欽誠,7.895729325720536,27
党毅飛,7.894520618456428,32
王沢錦,7.887855020041428,13
安正己,7.886685409564949,36
白現宇,7.874802827012893,24
韓雄奎,7.852229615922053,6
戎毅,7.838222580327979,19
鐘文靖,7.833207695717854,2
朴常鎭,7.815193877626099,32
金世東,7.8125083017479975,23
韓相朝,7.805633809164035,7
沈載益,7.7845679656795435,17
曹瀟陽,7.781769167178136,17
許映皓,7.78171143353411,25
童夢成,7.778919875939846,28
劉宇航,7.770107153746895,5
姜儒澤,7.764213106428618,18
朴鐘勲,7.752307485044817,10
李元栄,7.7430737299782475,16
檀嘯,7.742124179896006,29
井山裕太,7.740457882905967,49
趙晨宇,7.71351119332312,36
朴鍵昊,7.705579524399248,27
金炯佑,7.692913522224544,24
陳耀燁,7.687580965261413,26
李映九,7.681895696818623,31
劉裁豪,7.669126679633933,2
金明訓,7.626795729171434,26
黄明宇,7.61371646914918,19
時越,7.581792795929284,31
崔哲瀚,7.560622506898665,36
黄昕,7.5559370801481895,4
范胤,7.545207076024367,27
朴河旼,7.536550852930552,30
蒋其潤,7.532669765314298,21
伊淩濤,7.530954480518913,29
張涛,7.523293750894125,26
王星昊,7.522948337467356,25
黄雲嵩,7.492249943021497,23
趙漢乗,7.487053562118399,26
羅玄,7.486156170047445,43
李泰賢,7.481835318823714,15
何語涵,7.480568584072223,21
廖元赫,7.47314502637482,36
崔宰栄,7.44742088182846,13
曺薫鉉,7.423301607926549,8
金昌勲,7.422947709383541,7
朴材根,7.365298845157664,20
韓尚勲,7.362797822721613,35
尹燦熙,7.3363879722340775,18
朴進率,7.3342346702495815,28
陳梓健,7.326730142227933,19
姜昇旼,7.322113961962751,30
韓一洲,7.3160034235833145,17
白洪淅,7.312452157484117,29
許皓鋐,7.309832033004928,86
朴永訓,7.266668128112553,31
彭立尭,7.26542708060718,19
李翔宇,7.212929598501834,16
孟泰齢,7.172478781483905,19
王尭,7.156227776968118,2
陳鐿夫,7.153582792628007,4
洪性志,7.151929580712652,6
崔精,7.148869266044617,72
崔顕宰,7.134565055988632,3
孫騰宇,7.122794132129624,15
羅岩,7.112679157737566,2
李炯珍,7.067913363783426,3
文儒彬,7.060672083596708,27
宋知勲,7.0517988401348,17
梁寓晳,7.0514789335205315,2
金桐熙,7.049870350601872,8
白賛僖,7.0441866398699275,23
古力,6.991433757567272,4
金旻奭,6.981228144389878,2
朴承華,6.974435856015944,28
夏晨琨,6.961351154654477,15
許家元,6.9369297469052675,51
三村智保,6.935532057994569,5
芝野虎丸,6.9328824823268755,52
周睿羊,6.903934020312024,21
文敏鍾,6.887079823753945,36
琴沚玗,6.875655659288427,33
余正麒,6.857193634898509,39
王雷,6.856809034208378,2
喬智健,6.83038716152543,2
李昌鎬,6.829025489099539,33
李成森,6.8191222394123825,15
周賀璽,6.7168519674870515,5
尹畯相,6.69230176054979,28
溝上知親,6.677505622209873,6
山下敬吾,6.673453211006515,33
陳正勲,6.672966187568926,14
韓昇周,6.652624254681349,28
古霊益,6.646708701034048,20
王世一,6.632747538676166,15
金相天,6.615904304212964,23
鄔光亜,6.597554438310026,15
金眞輝,6.594444833016822,19
林君諺,6.585923094640941,71
尹松涛,6.580843961629255,2
宋圭相,6.578545834984622,20
陳浩,6.574521938428244,9
胡躍峰,6.566190849029685,4
張強,6.538283825106655,7
王元均,6.519968519202273,69
廖行文,6.518330367971966,17
河野臨,6.490038272235608,36
温昭珍,6.488154371767508,9
高根台,6.419353614715184,5
羽根直樹,6.373389108115053,25
黄宰淵,6.357383930022133,2
朴永龍,6.333615787099135,17
胡耀宇,6.311510848058965,15
李元道,6.27542071494857,24
金成進,6.2560570330525715,25
鈴木伸二,6.249035662275919,8
高尾紳路,6.243473226554386,20
黄静遠,6.227125704488076,13
陳祈睿,6.223412828969449,92
陳豪鑫,6.175522811786176,10
瀬戸大樹,6.172927509871258,17
寺山怜,6.155944052489431,4
成家業,6.154753058678674,13
崔光戸,6.154569098116166,21
馬逸超,6.14712485186814,5
六浦雄太,6.129819843945207,13
尭瀟童,6.128335181031413,9
陸敏全,6.07801204512853,28
本木克弥,6.0756053873965055,18
村川大介,6.028559706942383,40
申潤昊,6.006671746437552,3
劉昌赫,6.00193618506988,22
丁世雄,5.995235832002497,13
金秀俊,5.987778141571333,3
韓宇進,5.964837423519061,16
金伸英,5.959623764114992,2
依田紀基,5.958636875209918,21
張豊猷,5.9507261243407745,7
紀祥,5.943550263792897,4
賴均輔,5.942894721880663,75
張瑞傑,5.930408861739674,5
焦士維,5.9248956361822955,4
安祚永,5.920731964682914,8
呂洵鋒,5.89583668519377,2
簡靖庭,5.850303809995022,65
申載元,5.834101110811497,18
聶衛平,5.808577296555844,6
金禹丞,5.790281451746057,2
国宇征,5.770328097302054,3
周泓余,5.762320362359438,31
関航太郎,5.745050220597743,9
安斎伸彰,5.738399320799901,15
平田智也,5.729044013249408,11
於之瑩,5.725815510478552,26
大場惇也,5.718133268108695,4
陳一純,5.6879874846614635,12
韓熊熙,5.673858851300428,4
大西竜平,5.6682936828410275,27
趙善津,5.665829568685482,11
西岡正織,5.646232542708042,3
佐田篤史,5.640758099203578,27
王沢宇,5.630945163044191,3
張栩,5.62055359473322,27
秋山次郎,5.609328859195424,9
李炫準,5.589714967341063,14
傅健恒,5.58441105588033,2
楊博崴,5.5834031840282,45
呉侑珍,5.576647095585843,61
金彩瑛,5.572345239922471,47
鄭宇津,5.558523206004653,8
周俊勲,5.550021213251697,7
朴東柱,5.539873052183045,7
星川航洋,5.539848410374603,3
徐奉洙,5.539503217760562,23
林立祥,5.535069956721734,64
金顕燦,5.521747871536138,2
蕭正浩,5.5043259744449395,63
朴炫洙,5.4928656876922295,10
李維,5.492545178935757,78
金希洙,5.491051560354123,20
林漢傑,5.490070352085844,12
横塚力,5.455931465312673,7
王晨星,5.455317114405708,23
孫喆,5.451366870208165,17
