name,ping,n
申眞諝,10.021322268125914,83
芈昱廷,9.76815943622564,44
謝爾豪,9.71241180785243,20
丁浩,9.711476010492122,29
謝科,9.701186316193395,25
楊鼎新,9.518282093941105,43
柯潔,9.506019391562571,44
連笑,9.4327719483215,28
朴廷桓,9.342942190123026,83
范廷鈺,9.274083353370044,36
彭立尭,9.131083536608438,19
江維傑,9.063266105156417,34
辜梓豪,9.013394607007537,26
楊楷文,8.96895126925456,2
童夢成,8.964589308501852,27
夏晨琨,8.817961871384776,12
孫騰宇,8.807337599160123,6
柁嘉熹,8.806738879430537,38
王昊洋,8.786727206627953,5
李維清,8.783095973650166,25
申旻埈,8.761874743783663,73
廖元赫,8.752870807563228,38
孟泰齢,8.752241933471527,9
胡耀宇,8.737942156487602,11
王瑋,8.716968912352186,3
檀嘯,8.709137965317154,25
范蘊若,8.706635781571945,30
時越,8.685476132292878,34
趙炎,8.67321730279027,2
陳賢,8.611344583227567,26
李喆,8.597914376253398,2
黄雲嵩,8.584532798587402,22
陳耀燁,8.584484162221802,33
趙晨宇,8.57042333154596,34
卞相壹,8.528125771863555,64
李軒豪,8.512674625752101,29
唐韋星,8.50513059300983,29
許嘉陽,8.495409649425602,25
姜東潤,8.46852949812118,50
蔡競,8.46458665718517,15
劉宇航,8.438116075899918,13
王星昊,8.417852985612637,33
蒋其潤,8.371974158498524,11
范胤,8.307185674303309,19
李東勲,8.301083599417872,55
屠暁宇,8.262614959251724,22
周睿羊,8.21065729733707,20
芝野虎丸,8.194054048336964,52
金志錫,8.167428346700678,60
党毅飛,8.12240289091696,22
一力遼,8.116307563968682,48
鄔光亜,8.097204807325914,15
李志賢,8.080952644879837,42
李成森,8.072351251374116,8
李欽誠,8.064189263253647,29
朴永訓,8.060817727876978,47
平田智也,8.01707940538522,10
柳琪峰,8.015211778298044,2
白現宇,8.013512027939573,10
陳浩,7.96707708541506,10
井山裕太,7.9429292620915115,42
王世一,7.906712150552533,13
陶欣然,7.85509729196623,19
