name,ping,n
申眞諝,10.265067034161893,84
柯潔,9.639165890134308,55
元晟溱,9.531884908984557,25
李志賢,9.246259267441719,8
朴廷桓,9.210749398123035,78
辜梓豪,8.855833457425359,48
連笑,8.772770156675053,50
卞相壹,8.713728126594583,59
謝爾豪,8.68940936238976,34
陶欣然,8.681145147601836,32
丁浩,8.663136881344997,30
江維傑,8.639377372253055,35
楊鼎新,8.630939985878104,49
李維清,8.544541811858219,30
李昌錫,8.475246868512592,44
范廷鈺,8.46577537461849,46
李軒豪,8.420195661308966,36
許嘉陽,8.418645555205956,35
陳賢,8.411092293366456,22
謝科,8.388215635673465,36
唐韋星,8.382897376714912,36
金志錫,8.365941379024333,56
王昊洋,8.36028541391041,3
柁嘉熹,8.318028823438153,34
常昊,8.311451099782898,6
毛睿龍,8.28875180774965,3
姜東潤,8.221681474538489,58
楊楷文,8.134492354921216,18
偰玹準,8.128246206233301,43
芈昱廷,8.126101748282887,43
李東勲,8.108936609576114,46
申旻埈,8.101965690938474,61
李欽誠,8.069988010561735,28
洪基杓,8.069280538442026,13
姜知勲,8.06915437645107,9
屠暁宇,8.04136497689434,25
范蘊若,8.040510507551097,4
金庭賢,7.999063932577802,21
朴珉奎,7.989633173120838,7
一力遼,7.987966807493901,55
陳玉儂,7.948875256008752,5
安成浚,7.936993550397064,29
党毅飛,7.930120229347075,32
王沢錦,7.91337075129032,13
安正己,7.908121245509975,36
白現宇,7.891310653152816,24
韓雄奎,7.870259936849878,6
戎毅,7.857498706623723,19
鐘文靖,7.853495224133611,2
朴常鎭,7.836327588380761,32
金世東,7.834759314116516,23
韓相朝,7.823018173616642,7
沈載益,7.804274663975714,17
曹瀟陽,7.801834489754186,17
童夢成,7.801016221826616,28
許映皓,7.798983975501126,25
劉宇航,7.79772571841244,5
李映九,7.78837906146886,30
姜儒澤,7.774523443132857,18
檀嘯,7.770204279790601,29
井山裕太,7.769531404895751,49
朴鐘勲,7.767544809076081,10
李元栄,7.760256386406903,16
趙晨宇,7.740952695547616,36
朴鍵昊,7.721754656206297,27
陳耀燁,7.721114674541252,26
金炯佑,7.7151154531465105,24
劉裁豪,7.686842914740988,2
金明訓,7.651850399738865,26
黄明宇,7.651754341199558,19
時越,7.610158123595267,31
崔哲瀚,7.58602763649272,36
范胤,7.581459598906075,27
蒋其潤,7.56093376067748,21
朴河旼,7.560239275989307,30
黄昕,7.560195758175198,4
張涛,7.558052180946902,26
伊淩濤,7.557451373666745,29
王星昊,7.552005229480365,25
黄雲嵩,7.52079090646734,23
何語涵,7.508461589114649,21
廖元赫,7.507947075379628,36
李泰賢,7.507425386819355,15
趙漢乗,7.505072196216805,26
崔宰栄,7.465732928094793,13
羅玄,7.442671275911904,42
金昌勲,7.439010988703704,7
曺薫鉉,7.431166856315947,8
朴材根,7.380882594885492,20
韓尚勲,7.380026523370324,35
許皓鋐,7.355283984648375,86
陳梓健,7.354609314449282,19
尹燦熙,7.353849172537467,18
朴進率,7.350571925510213,28
韓一洲,7.345108739358578,17
姜昇旼,7.340743662407471,30
白洪淅,7.330086529066896,29
彭立尭,7.293202487651695,19
朴永訓,7.278314537244083,31
李翔宇,7.239030430804535,16
孟泰齢,7.20999628928443,19
陳鐿夫,7.187630964509732,4
王尭,7.177113496483687,2
洪性志,7.172013726596188,6
崔精,7.155507425404183,72
羅岩,7.151709847519413,2
孫騰宇,7.148649928714309,15
崔顕宰,7.131371371884975,3
金桐熙,7.079571856426791,8
文儒彬,7.078649513164863,27
宋知勲,7.076730557034451,17
梁寓晳,7.0693228405818775,2
李炯珍,7.062741027687138,3
白賛僖,7.058124763166225,23
古力,7.017697817060665,4
金旻奭,7.012793760420661,2
朴承華,6.990610199698805,28
夏晨琨,6.9888954682769215,15
許家元,6.961306634583427,51
芝野虎丸,6.958275005709852,52
三村智保,6.952999976008737,5
周睿羊,6.937389977617971,21
文敏鍾,6.903893502830832,36
王雷,6.901436311948772,2
琴沚玗,6.891178372043592,33
余正麒,6.879304709668048,39
喬智健,6.855463900786266,2
李成森,6.847887731141107,15
李昌鎬,6.841052185613212,33
周賀璽,6.7476252303327895,5
陳正勲,6.717238983218596,14
溝上知親,6.7121065428370255,6
尹畯相,6.708558770645427,28
山下敬吾,6.694782174767275,33
古霊益,6.67682117481769,20
韓昇周,6.670303545662594,28
王世一,6.6546856426714625,15
林君諺,6.635677810405752,71
金相天,6.633573492991841,23
尹松涛,6.630499468972361,2
鄔光亜,6.624503300306879,15
金眞輝,6.609976638283037,19
陳浩,6.6011581774450665,9
胡躍峰,6.592318364068846,4
宋圭相,6.5919937873149435,20
王元均,6.580264861262481,70
張強,6.56673753978114,7
廖行文,6.557009360666358,17
