name,ping,n
申眞諝,9.91492426411383,84
芈昱廷,9.568486461231732,46
謝爾豪,9.55731254883371,20
丁浩,9.546869728844527,29
柯潔,9.471998315120478,47
謝科,9.445435040095155,27
楊鼎新,9.365550779718108,45
朴廷桓,9.260672690775772,85
連笑,9.174662259230063,29
范廷鈺,9.140963875030055,39
辜梓豪,8.809700807410259,28
彭立尭,8.80808331140908,21
柁嘉熹,8.770839737844158,40
楊楷文,8.764846727440927,2
江維傑,8.748828187417187,35
童夢成,8.684921730951736,30
夏晨琨,8.669925711035331,12
孫騰宇,8.665157950411395,6
王昊洋,8.629732558535535,5
李維清,8.611305489597838,27
王瑋,8.60276742106769,3
申旻埈,8.597585680700583,74
胡耀宇,8.576102296946651,11
孟泰齢,8.572136001165601,9
廖元赫,8.560868713837149,40
檀嘯,8.554967124188813,25
趙炎,8.533631881054097,2
陳賢,8.485514286236453,26
趙晨宇,8.478872887482773,36
李喆,8.446105456857298,2
范蘊若,8.429415115575493,31
陳耀燁,8.406696625385559,35
時越,8.39549387472837,36
卞相壹,8.374456422261659,65
姜東潤,8.37108155737993,53
黄雲嵩,8.359727028501062,23
唐韋星,8.355031185470589,29
劉宇航,8.341957277900825,13
許嘉陽,8.338447337570335,25
蔡競,8.32314942059583,15
李軒豪,8.274978259006792,31
王星昊,8.235413296828595,33
蒋其潤,8.222525705442457,11
李東勲,8.155608896137498,56
范胤,8.13941880531995,19
芝野虎丸,8.08803219686051,52
金志錫,8.085660184133236,60
李志賢,8.064720623353201,43
朴永訓,8.060448988169805,50
一力遼,8.03703345300892,48
周睿羊,8.016186074548378,22
屠暁宇,8.014787394524816,23
党毅飛,7.958362002799314,22
鄔光亜,7.929771104669153,15
李成森,7.92629987507663,8
李欽誠,7.907741350765167,29
井山裕太,7.902885297775213,42
陶欣然,7.8794364031632025,20
陳浩,7.813163070202061,10
韓昇周,7.7814259576764035,28
許皓鋐,7.774525285754028,70
柳琪峰,7.767946587388028,2
王沢錦,7.763311018027745,14
崔哲瀚,7.7608285928222305,33
王世一,7.7544562589719295,13
安成浚,7.748069338030981,8
富士田明彦,7.6793126847504,14
平田智也,7.633513787370575,12
偰玹準,7.6277347613065585,28
許瀚文,7.59660417189668,2
朴承華,7.540129090859032,21
白現宇,7.534246054351177,11
陳時暎,7.514027834082581,17
白洪淅,7.509421866884238,23
湯靖軒,7.509092068464679,6
朴鍵昊,7.508261070596265,45
洪旼杓,7.478655989432645,2
洪性志,7.465865632163431,24
沈沛然,7.460374166077149,20
羅玄,7.459914241192509,39
イリア・シクシン,7.415835393807415,2
許家元,7.403103830846283,53
孫喆,7.399412194523814,21
張涛,7.381043358617477,16
戎毅,7.375134650216418,13
朴進率,7.368382867396377,27
呂立言,7.3646071170037075,9
黄翊祖,7.349988490436236,21
韓相朝,7.349454632450132,3
朴河旼,7.338812311141187,32
崔明勲,7.334952111177229,2
元晟溱,7.322499157868718,34
韓熊熙,7.307597327177117,24
伊淩濤,7.297424722781831,18
李映九,7.267713827039103,37
李雨昂,7.262155565929042,9
許映皓,7.258753980382161,21
宋知勲,7.245862576908816,37
洪基杓,7.242002572944193,30
金昌勲,7.238540489219059,23
李昌錫,7.196051312999045,38
趙漢乗,7.189650970385746,28
文敏鍾,7.187944545133263,7
韓一洲,7.171697326876049,19
山田規三生,7.167313469858337,13
王元均,7.126381931282843,74
成家業,7.125950620103309,4
毛睿龍,7.1151794074619525,7
六浦雄太,7.093075688531626,13
大西竜平,7.065757370249512,19
白賛僖,7.0640686596894895,4
金明訓,7.061415835199515,40
河野臨,7.060613018438949,43
朴常鎭,7.053025230487176,23
崔精,7.0511349795199685,81
姜昇旼,7.044561276383858,26
文儒彬,7.038105725958344,20
小池芳弘,7.035957575792837,15
甘思陽,7.034005945008373,4
陳豪鑫,7.0162731375359995,11
申潤昊,6.999068923064323,2
尹畯相,6.977114534024256,25
陳玉儂,6.975705371533013,9
瀬戸大樹,6.963965467865001,16
崔宰栄,6.9549796594866145,22
張栩,6.9295857291608085,29
梁寓晳,6.919293159927695,2
余正麒,6.910585679635,23
古力,6.906879863259755,14
沈載益,6.880344457910851,17
安正己,6.875825770729883,23
大場惇也,6.829817759033729,12
三村智保,6.814179805836278,11
闇雲翼,6.805952723716144,4
何語涵,6.787064987934064,19
今村善彰,6.7638666380589,7
羽根直樹,6.727900426455764,31
鈴木伸二,6.718005670643352,16
楊潤東,6.707344768950683,3
金相天,6.648935350986035,26
溝上知親,6.629538727038578,9
林立祥,6.6295246656331965,59
劉兆哲,6.626115501232841,4
林君諺,6.6148729232541585,65
尹松涛,6.599102260346813,5
朴鐘勲,6.583550920764536,23
張紫良,6.579485340787486,6
村本渉,6.574933494323753,4
李昊承,6.561412330995676,32
韓鐘振,6.538753809649523,6
李昌鎬,6.537513684640992,27
金炯佑,6.535928898724503,6
淡路修三,6.5308665431514115,6
古谷裕,6.51495880641577,3
梁洧準,6.504772817604628,5
志田達哉,6.499922837146391,25
佐田篤史,6.496540203572637,20
柳秀沆,6.437318500349132,11
山下敬吾,6.4365487059359285,32
陳祈睿,6.432725843329918,91
村川大介,6.416128147817434,36
久保勝昭,6.411732964434328,3
紀祥,6.393056995307104,3
陳梓健,6.381890540944466,12
琴沚玗,6.372236744426451,5
呂洵鋒,6.372151635794882,2
朴鎭鍈,6.369388322308214,8
金明完,6.345707537966372,2
金世東,6.31417035023564,25
稲葉貴宇,6.305645465530621,3
大竹優,6.3005943093147225,12
傅健恒,6.286788176208186,2
尹燦熙,6.2791285021246,19
謝赫,6.274374582000875,4
李元道,6.2725554713026614,23
柳時熏,6.269084808584067,12
于富霖,6.260477320618335,2
呉長煜,6.258602477425382,17
鄭誓儁,6.256309779114536,19
金炅奐,6.2500685188966845,8
李春揆,6.242626763100859,23
李翔宇,6.220802061661458,11
広瀬優一,6.2196742278967765,12
韓尚勲,6.207553065078985,23
大谷直輝,6.175292899790249,3
胡鈺函,6.170486966342785,2
古霊益,6.169803417631184,15
胡子豪,6.159417337173107,2
陳昱森,6.159142211599166,12
林漢傑,6.145426389593873,16
金起用,6.138988018819334,18
崔光戸,6.136465700579925,27
簡靖庭,6.127059126592383,71
小山空也,6.114379524185641,11
石豫来,6.111689813376196,8
伊田篤史,6.111164437577641,20
劉星,6.109516960924161,4
李賢虎,6.095011871322884,18
横塚力,6.091576827541513,16
秋山次郎,6.087483585373343,11
姜昌培,6.078627338138298,20
安祚永,6.076327554723804,26
焦士維,6.058098582927961,5
潘善琪,6.0514963694878094,5
陳一純,6.049311478490675,6
金基範,6.031351744947374,18
厳在明,6.019387848148074,11
金澤秀男,6.014983393410945,7
黄明宇,6.012233366537955,5
陳正勲,6.007671376824742,15
外柳是聞,5.997132554603073,5
賴均輔,5.975069991725836,92
趙斐,5.948777121451588,4
金庭賢,5.946788770619924,3
石井邦生,5.935712423005678,3
李世乭,5.914644818002351,4
高根台,5.907293665052935,2
藤沢里菜,5.902666565297003,37
李尚憲,5.900069180807622,18
康又赫,5.894425137162561,23
金彩瑛,5.890122704143565,29
玄釉斌,5.889121647271206,13
廖行文,5.885555591590518,5
王銘琬,5.875729205285628,12
崔原踊,5.848374265749256,17
応一韜,5.842305573040166,4
金旻奭,5.840772033289351,17
鶴山淳志,5.838335269049405,14
陳詩淵,5.8221424662585655,57
汪雨博,5.8033006607838225,10
高尾紳路,5.8013785145859496,21
黄春棋,5.793451310022852,9
李維,5.790497415846935,75
林子淵,5.783166280336659,5
北野亮,5.773090990316287,3
周泓余,5.772641813211777,42
王立誠,5.764212234465407,11
依田紀基,5.760115895738966,13
宋圭相,5.720976212210381,18
金桐熙,5.720849146587115,6
林士勛,5.715851180504818,63
温昭珍,5.714381700142077,3
韓雄奎,5.713860802604565,23
朴埈奭,5.711392433793275,18
朴炫洙,5.7054976307688055,25
鶴田和志,5.703130135088189,3
金希洙,5.6712853303406625,5
本木克弥,5.664154642328928,19
申載元,5.6531334194107545,4
鄭宇津,5.649297306197139,2
彦坂直人,5.6456292444366305,9
呉侑珍,5.640280102733694,41
仲邑信也,5.635673321652657,4
金秀俊,5.6224695098097826,8
大淵浩太郎,5.62071523278548,2
丁勲鉉,5.619361380609663,16
尹聖植,5.605404398394427,4
朴貞根,5.596555476459341,2
安斎伸彰,5.595630625101912,7
山城宏,5.586879571983603,9
寺山怜,5.577078047932862,7
朴永龍,5.56806539392341,19
李炫準,5.562027214987527,4
盧奕銓,5.560962484659202,70
金恵臨,5.5593138650213785,3
劉昌赫,5.5468236057199665,10
鄭載想,5.532167601114685,5
谷口徹,5.519975398438504,11
閔詳然,5.494485984971068,18
大関稔,5.4802027579598835,3
黄昕,5.474909288740017,7
郭信駅,5.456927917822567,6
唐嘉雯,5.4476257239317,9
栗田佳樹,5.43599098053874,5
於之瑩,5.428928655293544,33
安達利昌,5.389414367251148,25
文鐘皓,5.389120005005184,2
蘇広悦,5.388279967669525,2
王碩,5.366856846045534,12
藤澤一就,5.3666816861194375,2
金承俊,5.359707636817791,5
李赫,5.359234533898834,26
西健伸,5.356264877675587,11
張豊猷,5.3246160420523525,12
曺承亜,5.321576967339294,31
方若曦,5.304969537333089,21
馬暁春,5.303658976256139,5
趙善津,5.29967356484255,14
薛冠華,5.289827095521937,4
羅楚玥,5.264983397967073,20
関航太郎,5.262318570430589,10
金眞輝,5.261771284756632,3
趙佩哲,5.258438568016579,3
尹睿成,5.25352460902422,11
全勇洙,5.24865532774162,17
王晨星,5.24201618758156,34
楊博崴,5.236010667915273,43
蕭正浩,5.206291511512212,30
潘亭宇,5.183230209871595,3
蘇耀国,5.182886362497035,10
趙中暄,5.154642396362322,4
山森忠直,5.1530047703100506,5
張強,5.133158426993808,7
田中康湧,5.113347352159848,11
林書陽,5.084990334631243,34
大木啓司,5.0678406551995865,2
辻篤仁,5.065088910820016,4
李英信,5.06083128984644,2
